IDTournament|Tournament|Indoor|TournamentType|Surface|Country|TournamentPrize|Draw|TournamentStart|TournamentEnd|e|y
861|Maserati Challenger|0|{'y': 2013, 'e': 6809}|Clay|Germany|€30000|32|12.08.2013|18.08.2013|6809|2013
862|Chang-Sat Bangkok Open 2013|0|{'y': 2013, 'e': 5047}|Hard|Thailand|$50000|32|26.08.2013|08.09.2013|5047|2013
863|Citta Di Como|0|{'y': 2013, 'e': 3473}|Clay|Italy|€30000|32|26.08.2013|08.09.2013|3473|2013
864|Road to the Shanghai Rolex Masters|0|{'y': 2013, 'e': 6313}|Hard|China|$50000|32|02.09.2013|08.09.2013|6313|2013
865|Tean International 2013|0|{'y': 2013, 'e': 3626}|Clay|The Netherlands|€42500|32|02.09.2013|08.09.2013|3626|2013
866|BRD Brasov Challenger|0|{'y': 2013, 'e': 696}|Clay|Romania|€30000|32|02.09.2013|08.09.2013|696|2013
867|AON Open Challenger|0|{'y': 2013, 'e': 1763}|Clay|Italy|€85000|32|02.09.2013|08.09.2013|1763|2013
868|Trophee des Alpilles|0|{'y': 2013, 'e': 6014}|Hard|France|€42500|32|02.09.2013|08.09.2013|6014|2013
869|Banja Luka 2013|0|{'y': 2013, 'e': 1607}|Clay|Bosnia & Herzegovina|€64000|32|09.09.2013|15.09.2013|1607|2013
870|Seguros Bolivar Open Cali 2013|0|{'y': 2013, 'e': 3994}|Clay|Colombia|$50000|32|09.09.2013|15.09.2013|3994|2013
871|Istanbul Challenger - American Express|0|{'y': 2013, 'e': 6837}|Hard|Turkey|$75000|32|09.09.2013|15.09.2013|6837|2013
872|Moroco Tennis Tour|0|{'y': 2013, 'e': 3767}|Clay|Morocco|€30000|32|09.09.2013|15.09.2013|3767|2013
873|ATP Roller Open Challenger|1|{'y': 2013, 'e': 6592}|Hard|Luxembourg|€64000|32|09.09.2013|15.09.2013|6592|2013
874|Copa Sevilla|0|{'y': 2013, 'e': 784}|Clay|Spain|€42500|32|09.09.2013|15.09.2013|784|2013
875|Campeonato Internacional de Tenis de Campinas|0|{'y': 2013, 'e': 6307}|Clay|Brazil|$35000|32|16.09.2013|22.09.2013|6307|2013
876|Izmir Cup|0|{'y': 2013, 'e': 3834}|Hard|Turkey|€64000|32|16.09.2013|22.09.2013|3834|2013
877|2013 OEC Kaohsiung ATP Challenger|0|{'y': 2013, 'e': 6490}|Hard|Taiwan|$125000|32|16.09.2013|22.09.2013|6490|2013
878|Morocco Tennis Tour|0|{'y': 2013, 'e': 6839}|Clay|Kenitra|€30000|32|16.09.2013|22.09.2013|6839|2013
879|XIX Challenger ATP Trofeo Ciudad de Quito|0|{'y': 2013, 'e': 589}|Clay|Ecuador|$35000|32|16.09.2013|22.09.2013|589|2013
880|Pekao Szczecin Open|0|{'y': 2013, 'e': 448}|Clay|Poland|€106500|32|16.09.2013|22.09.2013|448|2013
881|Arimex Challenger Trophy|0|{'y': 2013, 'e': 3628}|Clay|Slovakia|€42500|32|16.09.2013|22.09.2013|3628|2013
882|Fergana Challenger|0|{'y': 2013, 'e': 603}|Hard|Uzbekistan|$50000|32|23.09.2013|29.09.2013|603|2013
883|Napa Valley Challenger|0|{'y': 2013, 'e': 6841}|Hard|CA, U.S.A.|$50000|32|23.09.2013|29.09.2013|6841|2013
884|Open d'Orleans|1|{'y': 2013, 'e': 2273}|Hard|France|€106500|32|23.09.2013|29.09.2013|2273|2013
885|Aberto de Tenis do Rio Grande do Sul|0|{'y': 2013, 'e': 6620}|Clay|Brazil|$35000|32|23.09.2013|29.09.2013|6620|2013
886|Sibiu Open 2013|0|{'y': 2013, 'e': 6590}|Clay|Romania|€64000|32|23.09.2013|29.09.2013|6590|2013
887|Ethias Trophy|1|{'y': 2013, 'e': 3350}|Hard|Belgium|€106500|32|30.09.2013|06.10.2013|3350|2013
888|Sacramento Pro Circiut Challenger|0|{'y': 2013, 'e': 3351}|Hard|CA, U.S.A.|$100000|32|30.09.2013|06.10.2013|3351|2013
889|Motorola IS Open|0|{'y': 2013, 'e': 6867}|Clay|Brazil|$35000|32|30.09.2013|06.10.2013|6867|2013
890|Open de Rennes|1|{'y': 2013, 'e': 3503}|Hard|France|€64000|32|07.10.2013|13.10.2013|3503|2013
891|Copa San Juan Gobierno|0|{'y': 2013, 'e': 6622}|Clay|Argentina|$35000|32|07.10.2013|13.10.2013|6622|2013
892|Aberto Rio Preto 2013|0|{'y': 2013, 'e': 6342}|Clay|Brazil|$50000|32|07.10.2013|13.10.2013|6342|2013
893|Tashkent Challenger|0|{'y': 2013, 'e': 4012}|Hard|Uzbekistan|$125000|32|07.10.2013|13.10.2013|4012|2013
894|First Republic Bank Tiburon Challenger|0|{'y': 2013, 'e': 1768}|Hard|CA, USA|$100000|32|07.10.2013|13.10.2013|1768|2013
895|Internationaux de Tennis de Vendee|1|{'y': 2013, 'e': 6857}|Hard|France|€64000|32|14.10.2013|20.10.2013|6857|2013
896|Copa Topper 2013|0|{'y': 2013, 'e': 722}|Clay|Argentina|$75000|32|21.10.2013|27.10.2013|722|2013
897|Kazan Kremlin Cup|1|{'y': 2013, 'e': 6861}|Hard|Russia|$75000|32|21.10.2013|27.10.2013|6861|2013
898|Melbourne Challenger|0|{'y': 2013, 'e': 6863}|Hard|Australia|$50000|32|21.10.2013|27.10.2013|6863|2013
899|Morocco Tennis Tour|0|{'y': 2013, 'e': 3584}|Clay|Morocco|€30000|32|28.10.2013|03.11.2013|3584|2013
900|Men's Tennis Championships|1|{'y': 2013, 'e': 6055}|Hard|VA, USA|$75000|32|28.10.2013|03.11.2013|6055|2013
901|Bauer Watertechnology Cup 2013|1|{'y': 2013, 'e': 83}|Carpet|Germany|€30000|32|28.10.2013|03.11.2013|83|2013
902|Geneva Open 2013|1|{'y': 2013, 'e': 471}|Hard|Switzerland|€64000|32|28.10.2013|03.11.2013|471|2013
903|Uruguay Open|0|{'y': 2013, 'e': 544}|Clay|Uruguay|$50000|32|28.10.2013|03.11.2013|544|2013
904|Samsung Securities Cup Challenger|0|{'y': 2013, 'e': 545}|Hard|Korea|$50000|32|28.10.2013|03.11.2013|545|2013
905|Traralgon Challenger|0|{'y': 2013, 'e': 6865}|Hard|Australia|$50000|32|28.10.2013|03.11.2013|6865|2013
906|Seguros Bolivar Open Bogota|0|{'y': 2013, 'e': 576}|Clay|Colombia|$125000|32|04.11.2013|10.11.2013|576|2013
907|Slovak Open 2013|1|{'y': 2013, 'e': 444}|Hard|Slovakia|€64000|32|04.11.2013|10.11.2013|444|2013
908|Knoxville 2013 Challenger|1|{'y': 2013, 'e': 363}|Hard|TN, USA|$50000|32|04.11.2013|10.11.2013|363|2013
909|Sparkasse ATP Challenger|1|{'y': 2013, 'e': 6204}|Hard|Italy|€64000|32|04.11.2013|10.11.2013|6204|2013
910|Yeongwol Challenger Tennis|0|{'y': 2013, 'e': 6881}|Hard|South Korea|$35000|32|04.11.2013|10.11.2013|6881|2013
911|ATP Challenger Tour Finals|0|{'y': 2013, 'e': 6406}|Clay|Brazil|$220000|8|11.11.2013|17.11.2013|6406|2013
912|JSM Challenger of Champaign-Urbana|1|{'y': 2013, 'e': 637}|Hard|IL, USA|$50000|32|11.11.2013|17.11.2013|637|2013
913|Challenger Ciudad de Guayaquil|0|{'y': 2013, 'e': 543}|Clay|Ecuador|$50000|32|11.11.2013|17.11.2013|543|2013
914|IPP Open|1|{'y': 2013, 'e': 305}|Hard|Finland|€42500|32|11.11.2013|17.11.2013|305|2013
915|Lima Challenger Copa Claro|0|{'y': 2013, 'e': 6579}|Clay|Peru|$50000|32|11.11.2013|17.11.2013|6579|2013
916|Keio Challenger International Tennis Tournament 2013|0|{'y': 2013, 'e': 6626}|Hard|Japan|$50000|32|11.11.2013|17.11.2013|6626|2013
917|ATP Challenger Tour Andria e Castel del Monte|1|{'y': 2013, 'e': 6911}|Hard|Italy|€30000|32|18.11.2013|24.11.2013|6911|2013
918|2013 Dunlop World Challenge Tennis Tournament|1|{'y': 2013, 'e': 4042}|Carpet|Japan|$35000|32|18.11.2013|24.11.2013|4042|2013
919|Siberia Cup|1|{'y': 2013, 'e': 6630}|Hard|Russia|$35000|32|18.11.2013|24.11.2013|6630|2013
920|Challenger BNP Paribas de Nouvelle Caledonie|0|{'y': 2014, 'e': 2205}|Hard|New Caledonia|$75000|32|30.12.2013|05.01.2014|2205|2014
921|Aberto de Sao Paulo|0|{'y': 2014, 'e': 746}|Hard|Brazil|$125000|32|30.12.2013|05.01.2014|746|2014
922|Bucaramanga Open|0|{'y': 2014, 'e': 5016}|Clay|Colombia|$40000|32|20.01.2014|26.01.2014|5016|2014
923|Heilbronn Open|1|{'y': 2014, 'e': 460}|Hard|Germany|€106500|32|20.01.2014|26.01.2014|460|2014
924|The Royal Lahaina Challenger|0|{'y': 2014, 'e': 6708}|Hard|Hawaii, USA|$50000|32|20.01.2014|26.01.2014|6708|2014
925|McDonald's Burnie International|0|{'y': 2014, 'e': 5018}|Hard|Australia|$50000|32|27.01.2014|02.02.2014|5018|2014
926|Visit Panama Cup|0|{'y': 2014, 'e': 6946}|Hard|Panama|$40000|32|27.01.2014|02.02.2014|6946|2014
927|Shiram Capital P.L. Reddy Memorial ATP Challenger|0|{'y': 2014, 'e': 6957}|Hard|India|$50000|32|03.02.2014|09.02.2014|6957|2014
928|Challenger of Dallas|1|{'y': 2014, 'e': 695}|Hard|TX, USA|$100000|32|03.02.2014|09.02.2014|695|2014
929|Charles Sturt Adelaide International|0|{'y': 2014, 'e': 6714}|Hard|Adelaide, Australia|$50000|32|03.02.2014|09.02.2014|6714|2014
930|Trofeo Perrel - FAIP|1|{'y': 2014, 'e': 854}|Hard|Italy|€42500|32|10.02.2014|16.02.2014|854|2014
931|State Bank of India ATP Challenger Tour Tennis Tournament|0|{'y': 2014, 'e': 6959}|Hard|India|$50000|32|10.02.2014|16.02.2014|6959|2014
932|Open BNP Paribas-Banque de Bretagne Quimper|1|{'y': 2014, 'e': 6239}|Hard|France|€42500|32|10.02.2014|16.02.2014|6239|2014
933|Astana Challenger|1|{'y': 2014, 'e': 3618}|Hard|Kazakhstan|$75000|32|17.02.2014|23.02.2014|3618|2014
934|Morelos Open|0|{'y': 2014, 'e': 6963}|Hard|Mexico|$75000|32|17.02.2014|23.02.2014|6963|2014
935|ONGC- GAIL DELHI OPEN|0|{'y': 2014, 'e': 6961}|Hard|India|$100000|32|17.02.2014|23.02.2014|6961|2014
936|Challenger La Manche|1|{'y': 2014, 'e': 398}|Hard|France|€64000|32|24.02.2014|02.03.2014|398|2014
937|ATP Challenger Guangzhou|0|{'y': 2014, 'e': 6965}|Hard|China|$50000|32|24.02.2014|02.03.2014|6965|2014
938|XIX Challenger ATP de Salinas|0|{'y': 2014, 'e': 59}|Clay|Ecuador|$40000|32|24.02.2014|02.03.2014|59|2014
939|Shimadzu All Japan|1|{'y': 2014, 'e': 91}|Hard|Japan|$40000|32|03.03.2014|16.03.2014|91|2014
940|Irving Tennis Classic|0|{'y': 2014, 'e': 6486}|Hard|TX, U.S.A.|$125000|32|10.03.2014|16.03.2014|6486|2014
941|Kazan|1|{'y': 2014, 'e': 6114}|Hard|Russia|$75000|32|10.03.2014|16.03.2014|6114|2014
942|Panama City|0|{'y': 2014, 'e': 6566}|Clay|Panama|$40000|32|17.03.2014|30.03.2014|6566|2014
943|Rimouski|1|{'y': 2014, 'e': 3535}|Hard|Canada|$40000|32|17.03.2014|30.03.2014|3535|2014
944|Guadalajara|0|{'y': 2014, 'e': 6284}|Hard|Mexico|$100000|32|24.03.2014|30.03.2014|6284|2014
945|Barranquilla|0|{'y': 2014, 'e': 6250}|Clay|Colombia|$40000|32|24.03.2014|30.03.2014|6250|2014
946|Orange Open Guadeloupe|0|{'y': 2014, 'e': 6244}|Hard|Guadeloupe|$100000|32|31.03.2014|06.04.2014|6244|2014
947|Leon|0|{'y': 2014, 'e': 1539}|Hard|Mexico|$40000|32|31.03.2014|06.04.2014|1539|2014
948|Open Harmonie Mutuelle|1|{'y': 2014, 'e': 1796}|Hard|France|€42500|32|31.03.2014|06.04.2014|1796|2014
949|Taroii Open De TEnnis|0|{'y': 2014, 'e': 3407}|Clay|Brazil|$40000|32|07.04.2014|13.04.2014|3407|2014
950|Mersin|0|{'y': 2014, 'e': 6488}|Clay|Turkey|€64000|32|07.04.2014|13.04.2014|6488|2014
951|San Luis Potosi Challenger 2014|0|{'y': 2014, 'e': 213}|Clay|Mexico|$40000|32|14.04.2014|20.04.2014|213|2014
952|Cachantun Cup|0|{'y': 2014, 'e': 3406}|Clay|Chile|$40000|32|14.04.2014|20.04.2014|3406|2014
953|Sao Paulo 2|0|{'y': 2014, 'e': 6492}|Clay|Brazil|$40000|32|14.04.2014|20.04.2014|6492|2014
954|Sarasota|0|{'y': 2014, 'e': 5069}|Clay|FL, USA|$100000|32|14.04.2014|20.04.2014|5069|2014
955|Santos|0|{'y': 2014, 'e': 6256}|Clay|Brazil|$40000|32|21.04.2014|27.04.2014|6256|2014
956|Savannah|0|{'y': 2014, 'e': 5067}|Clay|GA, USA|$50000|32|21.04.2014|27.04.2014|5067|2014
957|Gemdale ATP Challenger|0|{'y': 2014, 'e': 7004}|Hard|China|$50000|32|21.04.2014|27.04.2014|7004|2014
958|Vercelli|0|{'y': 2014, 'e': 7006}|Clay|Italy|$42500|32|21.04.2014|27.04.2014|7006|2014
959|China International 2014, An-Ning|0|{'y': 2014, 'e': 6572}|Clay|China|$50000|32|28.04.2014|04.05.2014|6572|2014
960|Seguros Bolivar Open 2014|0|{'y': 2014, 'e': 3994}|Clay|Colombia|$40000|32|28.04.2014|04.05.2014|3994|2014
961|Prosperita Open 2014|0|{'y': 2014, 'e': 1797}|Clay|Czech Republic|€85000|32|28.04.2014|04.05.2014|1797|2014
962|2014 Santaizi Challenger|1|{'y': 2014, 'e': 2278}|Carpet|Taiwan|$75000|32|28.04.2014|04.05.2014|2278|2014
963|Tallahassee Tennis Challenger|0|{'y': 2014, 'e': 692}|Clay|FL, U.S.A.|$50000|32|28.04.2014|04.05.2014|692|2014
964|Tunis|0|{'y': 2014, 'e': 1541}|Clay|Tunisia|$125000|32|28.04.2014|04.05.2014|1541|2014
965|OPEN DU PAYS D'AIX|0|{'y': 2014, 'e': 7009}|Clay|France|€64000|32|05.05.2014|11.05.2014|7009|2014
966|Gimcheon|0|{'y': 2014, 'e': 7011}|Hard|South Korea|$50000|32|05.05.2014|11.05.2014|7011|2014
967|Roma Open 2014|0|{'y': 2014, 'e': 2151}|Clay|Italy|€42500|32|05.05.2014|11.05.2014|2151|2014
968|Primrose Bordeaux 2014|0|{'y': 2014, 'e': 3824}|Clay|France|€85000|32|12.05.2014|18.05.2014|3824|2014
969|Busan Open Challenger Tour|0|{'y': 2014, 'e': 1741}|Hard|South Korea|$75000|32|12.05.2014|18.05.2014|1741|2014
970|Heilbronn II|0|{'y': 2014, 'e': 7013}|Clay|Germany|€35000|32|12.05.2014|18.05.2014|7013|2014
971|Samarkand Challenger|0|{'y': 2014, 'e': 447}|Clay|Uzbekistan|$50000|32|12.05.2014|18.05.2014|447|2014
972|KARSHI CHALLENGER|0|{'y': 2014, 'e': 3967}|Hard|Uzbekistan|$50000|32|19.05.2014|25.05.2014|3967|2014
973|Internazionali Di Tennis 'Citta Di Vicenza'|0|{'y': 2014, 'e': 7015}|Clay|Italy|€42500|32|26.05.2014|08.06.2014|7015|2014
974|BRD ARAD CHALLENGER|0|{'y': 2014, 'e': 6564}|Clay|Romania|€35000|32|02.06.2014|08.06.2014|6564|2014
975|Franken Challenge|0|{'y': 2014, 'e': 396}|Clay|Germany|€35000|32|02.06.2014|08.06.2014|396|2014
976|XII Venice Challenge Save Cup|0|{'y': 2014, 'e': 7021}|Clay|Italy|€42500|32|02.06.2014|08.06.2014|7021|2014
977|Aegon Trophy|0|{'y': 2014, 'e': 1631}|Grass|Great Britain|€64000|32|02.06.2014|08.06.2014|1631|2014
978|Unicredit Czech Open|0|{'y': 2014, 'e': 558}|Clay|Czech Republic|€106500|32|02.06.2014|08.06.2014|558|2014
979|Internationaux De Tennis Blois|0|{'y': 2014, 'e': 6757}|Clay|France|€35000|32|09.06.2014|15.06.2014|6757|2014
980|Citta Di Caltanissetta|0|{'y': 2014, 'e': 5049}|Clay|Italy|€106500|32|09.06.2014|15.06.2014|5049|2014
981|Fergana Challenger|0|{'y': 2014, 'e': 603}|Hard|Uzbekistan|$50000|32|09.06.2014|15.06.2014|603|2014
982|Kosice Open 2014|0|{'y': 2014, 'e': 853}|Clay|Slovak Republic|€35000|32|09.06.2014|15.06.2014|853|2014
983|Aegon Nottingham Challenger|0|{'y': 2014, 'e': 6286}|Grass|Great Britain|€64000|32|09.06.2014|15.06.2014|6286|2014
984|Prague Open 2014|0|{'y': 2014, 'e': 600}|Clay|Czech Republic|€42500|32|09.06.2014|15.06.2014|600|2014
985|Aspira Tennis Cup Trofeo CDI|0|{'y': 2014, 'e': 3463}|Clay|Italy|€35000|32|16.06.2014|22.06.2014|3463|2014
986|Morocco Tennis Tour|1|{'y': 2014, 'e': 7025}|Clay|Morocco|€42500|32|16.06.2014|22.06.2014|7025|2014
987|ATP Challenger China International|0|{'y': 2014, 'e': 7023}|Hard|China|$50000|32|16.06.2014|22.06.2014|7023|2014
988|Marburg Open 2014|0|{'y': 2014, 'e': 6156}|Clay|Germany|€35000|32|23.06.2014|06.07.2014|6156|2014
989|ATP Challenger China International 2014 Nan Chang|0|{'y': 2014, 'e': 7027}|Hard|China|$50000|32|23.06.2014|06.07.2014|7027|2014
990|Challenger 2001 Team 'Citta Di Padova'|0|{'y': 2014, 'e': 7029}|Clay|Italy|€42500|32|23.06.2014|06.07.2014|7029|2014
991|Sparkassen Open 2014|0|{'y': 2014, 'e': 526}|Clay|Germany|€106500|32|30.06.2014|06.07.2014|526|2014
992|Manta|0|{'y': 2014, 'e': 2121}|Hard|Ecuador|$40000|32|30.06.2014|06.07.2014|2121|2014
993|Distl & ITR Group Tennis Cup|0|{'y': 2014, 'e': 3627}|Clay|Italy|€35000|32|30.06.2014|06.07.2014|3627|2014
994|Nielsen Pro Tennis Championship|0|{'y': 2014, 'e': 228}|Hard|United States|$50000|32|30.06.2014|06.07.2014|228|2014
995|ATP Challenger Tilla Slovenia Open 2014|0|{'y': 2014, 'e': 6787}|Hard|Slovenia|€42500|32|07.07.2014|13.07.2014|6787|2014
996|San Benedetto Tennis Cup|0|{'y': 2014, 'e': 3945}|Clay|Italy|€35000|32|07.07.2014|13.07.2014|3945|2014
997|Sport 1 Open 2014|0|{'y': 2014, 'e': 686}|Clay|Netherlands|€42500|32|07.07.2014|13.07.2014|686|2014
998|Levene Gouldin & Thompson Tennis Challenge|0|{'y': 2014, 'e': 670}|Hard|United States|$50000|32|14.07.2014|20.07.2014|670|2014
999|The National Bank Granby Challenger|0|{'y': 2014, 'e': 877}|Hard|Canada|$50000|32|14.07.2014|20.07.2014|877|2014
1000|2014 OEC Kaohsiung ATP Challenger|0|{'y': 2014, 'e': 6490}|Hard|Republic of China|$125000|32|14.07.2014|20.07.2014|6490|2014
1001|Poznan Open|0|{'y': 2014, 'e': 786}|Clay|Poland|€35000|32|14.07.2014|20.07.2014|786|2014
1002|Recanati|0|{'y': 2014, 'e': 1743}|Hard|Italy|€35000|32|14.07.2014|20.07.2014|1743|2014
1003|Presidents Cup|0|{'y': 2014, 'e': 7071}|Hard|Kazakhstan|$125000|32|21.07.2014|27.07.2014|7071|2014
1004|Kentucky Bank Tennis Championships|0|{'y': 2014, 'e': 586}|Hard|United States|$50000|32|21.07.2014|27.07.2014|586|2014
1005|Oberstaufen Cup ATP Challenger|0|{'y': 2014, 'e': 833}|Clay|Germany|€35000|32|21.07.2014|27.07.2014|833|2014
1006|Aamulehti Tampere Open|0|{'y': 2014, 'e': 221}|Clay|Finland|€42500|32|21.07.2014|27.07.2014|221|2014
1007|International Tennis Tournament of Cortina|0|{'y': 2014, 'e': 7073}|Clay|Italy|€42500|32|28.07.2014|03.08.2014|7073|2014
1008|Svijany Open 2014|0|{'y': 2014, 'e': 6795}|Clay|Czech Republic|€35000|32|28.07.2014|03.08.2014|6795|2014
1009|Open Castilla Y Leon|0|{'y': 2014, 'e': 783}|Hard|Spain|€42500|32|28.07.2014|03.08.2014|783|2014
1010|Oldum Brown Vanopen|0|{'y': 2014, 'e': 254}|Hard|Canada|$100000|32|28.07.2014|03.08.2014|254|2014
1011|The Comercia Bank Challenger|0|{'y': 2014, 'e': 467}|Hard|United States|$100000|32|04.08.2014|10.08.2014|467|2014
1012|Advantage Cars Prague Open 2014|0|{'y': 2014, 'e': 7077}|Clay|Czech Republic|€42500|32|04.08.2014|10.08.2014|7077|2014
1013|San Marino Go & Fun Open|0|{'y': 2014, 'e': 841}|Clay|San Marino|€64000|32|04.08.2014|10.08.2014|841|2014
1014|Internazionali Di Tennis Del Friuli Venezia Giulia|0|{'y': 2014, 'e': 2120}|Clay|Italy|€42500|32|11.08.2014|17.08.2014|2120|2014
1015|Maserati Challenger|0|{'y': 2014, 'e': 6809}|Clay|Germany|€35000|32|11.08.2014|17.08.2014|6809|2014
1016|Chang-Sat Bangkok Open 2014|0|{'y': 2014, 'e': 5047}|Hard|Thailand|$50000|32|25.08.2014|07.09.2014|5047|2014
1017|Citta Di Como|0|{'y': 2014, 'e': 3473}|Clay|Italy|€35000|32|25.08.2014|07.09.2014|3473|2014
1018|Tean International 2014|0|{'y': 2014, 'e': 3626}|Clay|The Netherlands|€42500|32|01.09.2014|07.09.2014|3626|2014
1019|BRD Brasov Challenger|0|{'y': 2014, 'e': 696}|Clay|Romania|€35000|32|01.09.2014|07.09.2014|696|2014
1020|AON Open Challenger|0|{'y': 2014, 'e': 1763}|Clay|Italy|€85000|32|01.09.2014|07.09.2014|1763|2014
1021|Claro Open Medellin 2014|0|{'y': 2014, 'e': 252}|Clay|Colombia|$50000|32|01.09.2014|07.09.2014|252|2014
1022|Road to the Shanghai Rolex Masters|0|{'y': 2014, 'e': 6313}|Hard|China|$50000|32|01.09.2014|07.09.2014|6313|2014
1023|Trophee des Alpilles|0|{'y': 2014, 'e': 6014}|Hard|France|€42500|32|01.09.2014|07.09.2014|6014|2014
1024|Banja Luka 2014|0|{'y': 2014, 'e': 1607}|Clay|Bosnia & Herzegovina|€64000|32|08.09.2014|14.09.2014|1607|2014
1025|Challenger Pulcra Lachiter Biella|0|{'y': 2014, 'e': 7085}|Clay|Italy|€42500|32|08.09.2014|14.09.2014|7085|2014
1026|Amex - Istanbul Challenger|0|{'y': 2014, 'e': 7083}|Hard|Turkey|$75000|32|08.09.2014|14.09.2014|7083|2014
1027|Lil Copa Sevilla|0|{'y': 2014, 'e': 784}|Clay|Spain|€42500|32|08.09.2014|14.09.2014|784|2014
1028|Pekao Szczecin Open|0|{'y': 2014, 'e': 448}|Clay|Poland|€106500|32|08.09.2014|14.09.2014|448|2014
1029|Campeonato Internacional de Tenis de Campinas|0|{'y': 2014, 'e': 6307}|Clay|Brazil|$40000|32|15.09.2014|21.09.2014|6307|2014
1030|Izmir Cup|0|{'y': 2014, 'e': 3834}|Hard|Turkey|€106500|32|15.09.2014|21.09.2014|3834|2014
1031|Morocco Tennis Tour|0|{'y': 2014, 'e': 7093}|Clay|Morocco|€42500|32|15.09.2014|21.09.2014|7093|2014
1032|XX Challenger ATP Trofeo Ciudad de Quito|0|{'y': 2014, 'e': 589}|Clay|Ecuador|$40000|32|15.09.2014|21.09.2014|589|2014
1033|Arimex Challenger Trophy|0|{'y': 2014, 'e': 3628}|Clay|Slovakia|€42500|32|15.09.2014|21.09.2014|3628|2014
1034|Morocco Tennis Tour|0|{'y': 2014, 'e': 7095}|Clay|Morocco|€42500|32|22.09.2014|28.09.2014|7095|2014
1035|Napa Valley Challenger|0|{'y': 2014, 'e': 6841}|Hard|CA, U.S.A.|$50000|32|22.09.2014|28.09.2014|6841|2014
1036|Open D'Orleans|1|{'y': 2014, 'e': 2273}|Hard|France|€106500|32|22.09.2014|28.09.2014|2273|2014
1037|Seguros Bolivar Open|0|{'y': 2014, 'e': 5063}|Clay|Colombia|$40000|32|22.09.2014|28.09.2014|5063|2014
1038|Aberto de Tenis do Rio Grande do Sul|0|{'y': 2014, 'e': 6620}|Clay|Brazil|$40000|32|22.09.2014|28.09.2014|6620|2014
1039|Sibiu Open 2014 Presented by Raiffeisen Bank|0|{'y': 2014, 'e': 6590}|Clay|Romania|€42500|32|22.09.2014|28.09.2014|6590|2014
1040|Claro Open Cali 2014|1|{'y': 2014, 'e': 7075}|Clay|Colombia|$40000|32|29.09.2014|05.10.2014|7075|2014
1041|Ethias Trophy|1|{'y': 2014, 'e': 3350}|Hard|Belgium|€106500|32|29.09.2014|05.10.2014|3350|2014
1042|Sacramento Pro Circiut Challenger|0|{'y': 2014, 'e': 3351}|Hard|CA, U.S.A.|$100000|32|29.09.2014|05.10.2014|3351|2014
1043|Open De Rennes|1|{'y': 2014, 'e': 3503}|Hard|France|€85000|32|06.10.2014|12.10.2014|3503|2014
1044|Tashkent Challenger|0|{'y': 2014, 'e': 4012}|Hard|Uzbekistan|$125000|32|06.10.2014|12.10.2014|4012|2014
1045|First Republic Bank Tiburon Challenger|0|{'y': 2014, 'e': 1768}|Hard|CA, USA|$100000|32|06.10.2014|12.10.2014|1768|2014
