20001,0.98062
20002,0.97177
20003,0.986305
20004,0.996425
20005,1.0234
20006,1.0152
20007,1.01475
20008,1.008245
20009,1.029685
200010,1.041045
200011,1.035165
200012,1.03147
200013,1.033935
200014,1.0434
200015,1.044995
200016,1.050755
200017,1.075335
200018,1.103395
200019,1.109945
200020,1.100865
200021,1.107695
200022,1.07208
200023,1.051455
200024,1.047055
200025,1.04614
200026,1.0629
200027,1.05027
200028,1.055595
200029,1.071445
200030,1.06773
200031,1.08831
200032,1.10407
200033,1.100655
200034,1.107315
200035,1.11433
200036,1.12295
200037,1.15718
200038,1.172285
200039,1.138125
200040,1.137945
200041,1.151505
200042,1.17545
200043,1.195275
200044,1.18066
200045,1.157485
200046,1.16483
200047,1.182375
200048,1.176025
200049,1.131215
200050,1.133145
200051,1.11066
200052,1.078775
200053,1.06115
20011,1.05203
20012,1.057545
20013,1.072455
20014,1.07823
20015,1.072965
20016,1.085055
20017,1.095105
20018,1.086905
20019,1.07168
200110,1.084775
200111,1.114535
200112,1.12353
200113,1.129265
200114,1.1159
200115,1.126135
200116,1.11142
200117,1.123
200118,1.125325
200119,1.13875
200120,1.14782
200121,1.167285
200122,1.17773
200123,1.174025
200124,1.16388
200125,1.16701
200126,1.180515
200127,1.17498
200128,1.162535
200129,1.144245
200130,1.13892
200131,1.132115
200132,1.109735
200133,1.09185
200134,1.09523
200135,1.109
200136,1.101915
200137,1.08255
200138,1.090285
200139,1.094315
200140,1.093525
200141,1.10142
200142,1.117245
200143,1.11295
200144,1.112475
200145,1.12476
200146,1.134165
200147,1.133765
200148,1.11925
200149,1.12101
200150,1.10829
200151,1.132425
200152,1.12149
20021,1.11912
20022,1.12558
20023,1.13317
20024,1.158585
20025,1.15475
20026,1.1446
20027,1.146385
20028,1.148555
20029,1.14827
200210,1.141475
200211,1.1329
200212,1.141925
200213,1.141605
200214,1.137095
200215,1.13233
200216,1.121215
200217,1.1078
200218,1.09386
200219,1.097195
200220,1.085235
200221,1.079725
200222,1.066025
200223,1.05877
200224,1.05186
200225,1.024815
200226,1.01265
200227,1.016935
200228,0.998925
200229,0.99526
200230,1.01655
200231,1.022105
200232,1.02418
200233,1.020765
200234,1.023705
200235,1.01307
200236,1.0207
200237,1.026735
200238,1.02074
200239,1.017335
200240,1.018
200241,1.017025
200242,1.02595
200243,1.01874
200244,0.99996
200245,0.98932
200246,0.99394
200247,1.005715
200248,1.00321
200249,0.989345
200250,0.97559
200251,0.97129
200252,0.9571
20031,0.957035
20032,0.946215
20033,0.934815
20034,0.922965
20035,0.925705
20036,0.92738
20037,0.929155
20038,0.928805
20039,0.919885
200310,0.91011
200311,0.93708
200312,0.94205
200313,0.924595
200314,0.93115
200315,0.926125
200316,0.915195
200317,0.902245
200318,0.883165
200319,0.86978
200320,0.859355
200321,0.84475
200322,0.851255
200323,0.85352
200324,0.84713
200325,0.86608
200326,0.870635
200327,0.87702
200328,0.889085
200329,0.881045
200330,0.874605
200331,0.882835
200332,0.884485
200333,0.896565
200334,0.919445
200335,0.914745
200336,0.89709
200337,0.88747
200338,0.87426
200339,0.86337
200340,0.856235
200341,0.85325
200342,0.8547
200343,0.85334
200344,0.868985
200345,0.864985
200346,0.844935
200347,0.842455
200348,0.83137
200349,0.819765
200350,0.81109
200351,0.806085
200352,0.8004
20041,0.79046
20042,0.784635
20043,0.80103
20044,0.797505
20045,0.80067
20046,0.786145
20047,0.7848
20048,0.797825
20049,0.80908
200410,0.80995
200411,0.815435
200412,0.81617
200413,0.820255
200414,0.8261
200415,0.83106
200416,0.837045
200417,0.84208
200418,0.83094
200419,0.8425
200420,0.83765
200421,0.82892
200422,0.818305
200423,0.81795
200424,0.82967
200425,0.82461
200426,0.822325
200427,0.81144
200428,0.80735
200429,0.808245
200430,0.82766
200431,0.83027
200432,0.814935
200433,0.80898
200434,0.82012
200435,0.827105
200436,0.82617
200437,0.817295
200438,0.818385
200439,0.812195
200440,0.810465
200441,0.80763
200442,0.798655
200443,0.786025
200444,0.781465
200445,0.773575
200446,0.770565
200447,0.7637
200448,0.75239
200449,0.74592
200450,0.75338
200451,0.74794
200452,0.736315
20051,0.746
20052,0.76217
20053,0.76609
20054,0.7673
20055,0.767445
20056,0.7797
20057,0.77205
20058,0.76142
20059,0.75759
200510,0.75188
200511,0.74582
200512,0.759895
200513,0.7729
200514,0.776635
200515,0.774235
200516,0.76991
200517,0.769185
200518,0.77562
200519,0.780415
200520,0.7919
200521,0.79592
200522,0.805
200523,0.817205
200524,0.82639
200525,0.82008
200526,0.82677
200527,0.83794
200528,0.829605
200529,0.828035
200530,0.828435
200531,0.819035
200532,0.808205
200533,0.809275
200534,0.818565
200535,0.812765
200536,0.800565
200537,0.81119
200538,0.82019
200539,0.830315
200540,0.832795
200541,0.828695
200542,0.8309
200543,0.83212
200544,0.83051
200545,0.84859
200546,0.85332
200547,0.84886
200548,0.851025
200549,0.85174
200550,0.84349
200551,0.834955
200552,0.843155
200553,0.84143
20061,0.825545
20062,0.825715
20063,0.819615
20064,0.82564
20065,0.83307
20066,0.839615
20067,0.838855
20068,0.840655
20069,0.833905
200610,0.835895
200611,0.82355
200612,0.831245
200613,0.821765
200614,0.825205
200615,0.818845
200616,0.807775
200617,0.792635
200618,0.7852
200619,0.77763
200620,0.781685
200621,0.782415
200622,0.77731
200623,0.79273
200624,0.792285
200625,0.797165
200626,0.782985
200627,0.78323
200628,0.7936
200629,0.78969
200630,0.78352
200631,0.7781
200632,0.78346
200633,0.779595
200634,0.781925
200635,0.779815
200636,0.787905
200637,0.788435
200638,0.78412
200639,0.78754
200640,0.79451
200641,0.798
200642,0.79354
200643,0.78517
200644,0.784615
200645,0.77926
200646,0.77846
200647,0.76215
200648,0.75115
200649,0.75609
200650,0.76164
200651,0.761115
200652,0.75763
20071,0.769075
20072,0.77346
20073,0.770955
20074,0.772415
20075,0.77079
20076,0.767345
20077,0.76113
20078,0.75858
20079,0.760185
200710,0.75983
200711,0.75092
200712,0.75121
200713,0.748665
200714,0.74605
200715,0.737975
200716,0.735125
200717,0.733965
200718,0.736835
200719,0.738955
200720,0.741825
200721,0.74379
200722,0.74221
200723,0.749165
200724,0.74672
200725,0.743335
200726,0.73705
200727,0.73181
200728,0.725225
200729,0.724665
200730,0.73173
200731,0.726215
200732,0.735065
200733,0.74148
200734,0.732905
200735,0.733565
200736,0.72464
200737,0.71905
200738,0.70897
200739,0.704045
200740,0.70807
200741,0.704535
200742,0.70078
200743,0.694
200744,0.687825
200745,0.68265
200746,0.679585
200747,0.674335
200748,0.681475
200749,0.68162
200750,0.69325
200751,0.694015
200752,0.68109
20081,0.6793
20082,0.676295
20083,0.68531
20084,0.67819
20085,0.677975
20086,0.68804
20087,0.680765
20088,0.671115
20089,0.657455
200810,0.649345
200811,0.6381
200812,0.643885
200813,0.635655
200814,0.635275
200815,0.63185
200816,0.63056
200817,0.6406
200818,0.64748
