ID|Code|IDPlayer|RealName|DayBirth|MonthBirth|YearBirth|Height|Weight|RightHanded|TurnedPro|Country
2538|BA47|Top-Players/Tomas-Berdych|Tomáš Berdych|17|9|1985|196|91|1|2002|Czech Republic
2539|H609|Ha/S/Shahab-Hassani-Nafez|Shahab Hassani Nafez|16|9|1977|-1|-1|1|-1|Iran, Islamic Republic of
2540|BD15|Be/I/Ionut-Mihai-Beleleu|Ionut Mihai Beleleu|10|5|1987|-1|-1|-1|-1|Romania
2541|D727|Da/J/Jeffrey-Das|Jeffrey Das|25|2|1985|-1|-1|-1|-1|United States
2542|SF21|Si/K/Kirati-Siributwong|Kirati Siributwong|17|5|1987|-1|-1|-1|-1|Thailand
2543|R961|Ra/Y/Yuri-Radomsky|Yuri Radomsky|23|1|1985|-1|-1|-1|-1|Brazil
2544|M751|Ma/M/Marc-Marco-Ripoll|Marc Marco Ripoll|20|1|1981|-1|-1|1|-1|Spain
2545|SF27|Sa/G/Gustavo-Santos|Gustavo Santos|-1|-1|-1|-1|-1|-1|-1|Brazil
2546|R814|Ri/G/Guillermo-Rivera-Aranguiz|Guillermo Rivera-Aránguiz|2|2|1989|-1|-1|1|-1|Chile
2547|I168|Is/G/Gafur-Ishmatov|Gafur Ishmatov|-1|-1|-1|-1|-1|-1|-1|Uzbekistan
2548|I164|Ik/S/Sarvar-Ikramov|Sarvar Ikramov|10|1|1985|-1|-1|-1|-1|Uzbekistan
2549|I165|Top-Players/Denis-Istomin|Denis Istomin|7|9|1986|188|88|1|2004|Uzbekistan
2550|LB56|Le/K/Kong-Pop-Lertchai|Kong Pop Lertchai|1|9|1992|-1|-1|-1|-1|Thailand
2551|R818|Re/H/Hakim-Rezgui|Hakim Rezgui|1|1|1987|-1|-1|-1|-1|Tunisia
2552|K750|Kl/D/David-Klier|David Klier|31|8|1987|-1|-1|-1|-1|Germany
2553|I163|Is/D/Denis-Isaev|Denis Isaev|-1|-1|-1|-1|-1|-1|-1|Uzbekistan
2554|V613|Va/A/Andrei-Vasilevski|Andrei Vasilevski|28|5|1991|185|80|1|-1|Belarus
2555|TG30|Te/R/Rigele-Te|Rigele Te|9|10|1997|-1|-1|-1|-1|China
2556|K338|Or/K/Kepler-Orellana|Kepler Orellana|8|10|1977|-1|79|1|-1|Venezuela
2557|V617|Va/J/Javier-Valenzuela-Gonzalez|Javier Valenzuela Gonzalez|17|5|1991|-1|-1|-1|-1|Spain
2558|M511|Me/F/Filippo-Messori|Filippo Messori|12|11|1973|173|68|1|1994|Italy
2559|A834|Ag/R/Ryan-Agar|Ryan Agar|21|6|1987|-1|-1|-1|0|Australia
2560|T779|Tu/K/Kenneth-Tuilier-Curco|Kenneth Tuilier Curco|7|7|1983|-1|-1|-1|-1|Andorra
2561|C797|Ch/D/Dong-Whee-Choi|Dong Whee Choi|28|5|1986|-1|-1|-1|-1|Korea, Republic of
2562|K336|Top-Players/Ivo-Karlovic|Ivo Karlović|28|2|1979|211|104|1|2000|Croatia
2563|C793|Ca/M/Michael-Calkins|Michael Calkins|1|9|1981|-1|-1|-1|-1|United States
2564|SN54|Si/F/Frederico-Ferreira-Silva|Frederico Ferreira Silva|18|3|1995|-1|-1|0|-1|Portugal
2565|N301|Na/D/David-Nalbandian|David Nalbandian|1|1|1982|180|79|1|2000|Argentina
2566|N302|Ne/J/Josef-Nesticky|Josef Nesticky|11|8|1980|-1|-1|1|-1|Czech Republic
2567|G551|Top-Players/Santiago-Gonzalez|Santiago González|24|2|1983|190|85|1|2001|Mexico
2568|N309|Na/I/Ivan-Navarro|Iván Navarro|19|10|1981|183|86|1|2001|Spain
2569|CA28|Co/A/Antonio-Comporto|Antonio Comporto|14|6|1989|-1|-1|-1|-1|Italy
2570|G555|Gu/L/Lawrence-Gunn|Lawrence Gunn|13|6|1979|-1|-1|-1|-1|United States
2571|H517|Ha/A/Alexander-Hartman|Alexander Hartman|2|4|1980|-1|-1|-1|-1|Sweden
2572|L288|Le/C/Cedric-Lenoir|Cedric Lenoir|18|4|1972|-1|-1|1|-1|France
2573|A237|Az/M/Mustafa-Azkara|Mustafa Azkara|19|12|1970|-1|-1|1|-1|Turkey
2574|Z161|Zi/M/Marcel-Zimmermann|Marcel Zimmermann|20|1|1985|183|66|1|-1|Germany
2575|P604|Pr/N/Nathan-B-Price|Nathan B Price|4|2|1981|-1|-1|-1|-1|United States
2576|P605|Po/J/Jaroslav-Pospisil|Jaroslav Pospíšil|9|2|1981|-1|-1|1|-1|Czech Republic
2577|R255|Ra/P/Patrick-Rafter|Patrick Rafter|28|12|1972|185|86|1|1991|Australia
2578|R254|Re/A/Alexander-Reichel|Alex Reichel|3|3|1971|193|82|1|1992|United States
2579|Z168|Zv/M/Mischa-Zverev|Mischa Zverev|22|8|1987|190|81|0|-1|Germany
2580|R251|Ro/M/Martin-Rodriguez|Martin Rodriguez|18|12|1969|178|75|1|1991|Argentina
2581|ML59|Ma/M/Mateo-Nicolas-Martinez|Mateo Nicolas Martinez|5|3|1994|-1|-1|1|-1|Argentina
2582|E673|Ea/C/Chris-Eaton|Chris Eaton|27|11|1987|-1|76|1|-1|Great Britain
2583|BG08|Ba/M/Moritz-Baumann|Moritz Baumann|9|5|1987|-1|-1|0|-1|Germany
2584|E678|Ey/J/Jonathan-Eysseric|Jonathan Eysseric|27|5|1990|180|80|0|2008|France
2585|T244|Th/P/Per-Thornadtsson|Per Thornadtsson|26|1|1978|-1|-1|1|-1|Sweden
2586|T243|Ta/M/Michal-Tabara|Michal Tabara|11|8|1979|175|73|1|1997|Czech Republic
2587|T240|Tr/I/Ivaylo-Traykov|Ivaylo Traykov|17|12|1978|188|90|1|1995|Bulgaria
2588|ML57|Ma/G/Gianluca-Mager|Gianluca Mager|1|12|1994|-1|-1|-1|-1|Italy
2589|G319|Go/J/Jerome-Golmard|Jérôme Golmard|9|9|1973|188|77|0|1993|France
2590|C243|Co/J/Jim-S-Courier|Jim S Courier|17|8|1970|185|83|1|1988|United States
2591|G317|Ga/I/Igor-Gaudi|Igor Gaudi|10|4|1975|188|76|1|1993|Italy
2592|R785|Ro/A/Andrea-Roscioli|Andrea Roscioli|8|4|1982|-1|-1|-1|-1|Italy
2593|F620|Fi/N/Nikolai-Fidirko|Nikolai Fidirko|15|6|1987|185|85|1|-1|Belarus
2594|T802|Th/N/Nicolas-Tholozan|Nicolas Tholozan|8|3|1981|-1|-1|-1|-1|France
2595|R782|Re/J/Julian-Reister|Julian Reister|2|4|1986|188|87|1|2005|Germany
2596|L386|Li/J/Jean-Rene-Lisnard|Jean Rene Lisnard|25|9|1979|173|68|1|1997|Monaco
2597|SM51|Sp/D/Dominik-Sproch|Dominik Sproch|23|7|1993|-1|-1|-1|-1|Slovakia
2598|Z292|Zo/D/Diego-Zonzini|Diego Zonzini|16|5|1988|-1|-1|-1|-1|San Marino
2599|H986|Ko/T/Tom-Kocevar-Desman|Tom Kocevar Desman|10|7|1990|-1|-1|1|-1|Slovenia
2600|N761|Na/M/Maciej-Najfeld|Maciej Najfeld|-1|-1|-1|-1|-1|-1|-1|Luxembourg
2601|V320|Va/M/Mark-Van-Elden|Mark Van Elden|-1|-1|-1|-1|-1|-1|-1|Australia
2602|C805|Ca/A/Andrew-Carlson|Andy Carlson|18|8|1977|-1|-1|-1|-1|United States
2603|V329|Vi/J/Juan-Pablo-Villar|Juan Pablo Villar|10|7|1982|-1|-1|-1|-1|Argentina
2604|SD01|Si/P/Phillip-Simmonds|Phillip Simmonds|18|5|1986|-1|-1|1|-1|United States
2605|H460|Ha/C/Carl-Hagman|Carl Hagman|5|4|1980|-1|-1|1|-1|Denmark
2606|KE03|Ka/W/William-Kallberg|William Kallberg|7|11|1992|-1|-1|-1|-1|Sweden
2607|SD07|Sa/R/Rahul-Sankhla|Rahul Sankhla|-1|-1|-1|-1|-1|-1|-1|India
2608|L353|Lu/P/Petr-Luxa|Petr Luxa|3|3|1972|190|85|1|1993|Czech Republic
2609|SA59|Sc/E/Eric-Scherer|Eric Scherer|20|6|1985|-1|-1|-1|-1|Germany
2610|H469|Hi/K/KJ-Hippensteel|K. J. Hippensteel|8|5|1980|190|88|0|2002|United States
2611|P045|Po/G/Gianluca-Pozzi|Gianluca Pozzi|17|6|1965|180|80|0|1984|Italy
2612|M762|Top-Players/Jurgen-Melzer|Jürgen Melzer|22|5|1981|183|81|0|1999|Austria
2613|M679|Ma/M/Mikael-Maatta|Mikael Maatta|26|5|1976|-1|-1|1|-1|Sweden
2614|SC92|Su/P/Peng-Sun|Peng Sun|19|10|1983|-1|-1|1|-1|China
2615|SC95|Sa/B/Bartolome-Salva-Vidal|Bartolomé Salvá-Vidal|20|11|1986|183|79|0|-1|Spain
2616|SL26|Se/I/Ivan-Seliverov|Ivan Seliverov|4|3|1992|-1|-1|-1|-1|Russian Federation
2617|E254|Ev/B/Brendan-Evans|Brendan Evans|8|4|1986|188|91|1|2004|United States
2618|SL24|Sa/N/Nicolas-Salama|Nicolas Salama|21|1|1991|-1|-1|-1|-1|Paraguay
2619|SC98|Si/B/Bosko-Simundsa|Bosko Simundsa|-1|-1|-1|-1|-1|-1|-1|Croatia
2620|SL28|St/J/Jan-Lennard-Struff|Jan Lennard Struff|25|4|1990|196|87|1|2009|Germany
2621|M674|Me/M/Markus-Menzler|Markus Menzler|25|7|1977|-1|-1|1|-1|Germany
2622|E701|En/I/Ivan-Endara|Iván Endara|4|3|1988|-1|-1|-1|-1|Ecuador
2623|E702|Ec/M/Mauricio-Echazu|Mauricio Echazú|21|1|1989|-1|-1|-1|-1|Peru
2624|SN57|Sa/A/Anton-Saranchukov|Anton Saranchukov|12|12|1993|-1|-1|-1|-1|Kazakhstan
2625|KC29|Ki/N/Nicolas-Kicker|Nicolas Kicker|16|8|1992|-1|-1|-1|-1|Argentina
2626|T731|Ta/Z/Zsolt-Tatar|Zsolt Tatar|18|8|1981|-1|-1|-1|-1|Hungary
2627|SW13|So/C/Chanchai-Sookton-Eng|Chanchai Sookton Eng|25|8|1996|-1|-1|-1|-1|Australia
2628|CG94|Co/E/Enzo-Couacaud|Enzo Couacaud|1|3|1995|-1|-1|1|-1|France
2629|R895|Re/F/Florian-Reynet|Florian Reynet|14|4|1986|-1|-1|-1|-1|France
2630|R671|Ro/P/Peter-Rodrigues|Peter Rodrigues|4|11|1985|-1|-1|-1|-1|Portugal
2631|A365|Av/C/Carlos-Avellan|Carlos Avellan|31|5|1982|-1|-1|-1|0|Ecuador
2632|SA55|Sh/P/Peter-Shults|Peter Shults|5|3|1983|-1|-1|-1|-1|United States
2633|J219|Ji/M/Marcos-Jimenez-Letrado|Marcos Jimenez Letrado|23|6|1981|-1|-1|-1|-1|Spain
2634|R472|Ri/A/Attapol-Rithiwattanapong|Attapol Rithiwattanapong|4|5|1980|-1|-1|-1|-1|Thailand
2635|O264|Ou/J/Josselin-Ouanna|Josselin Ouanna|14|4|1986|193|91|1|2004|France
2636|MC31|Me/J/Jacob-Melskens|Jacob Melskens|20|3|1985|-1|-1|-1|-1|Denmark
2637|MN23|Me/A/Aleksandre-Metreveli|Aleksandre Metreveli|10|8|1993|-1|-1|1|-1|Georgia
2638|J214|Ju/D/Diego-Junqueira|Diego Junqueira|28|12|1980|178|72|0|2001|Argentina
2639|M704|Me/R/Roberto-Menendez|Roberto Menéndez|9|7|1976|-1|-1|1|-1|Spain
2640|V473|Va/M/Martijn-Van-Haasteren|Martijn Van Haasteren|12|9|1980|-1|-1|1|-1|Netherlands Antilles
2641|M700|Mo/K/Koji-Motomura|Koji Motomura|9|9|1978|-1|-1|1|-1|Japan
2642|SE78|Si/A/Adrian-Sikora|Adrian Sikora|5|7|1988|-1|-1|-1|-1|Slovakia
2643|KB14|Ki/K/Kevin-King|Kevin King|28|2|1991|190|86|0|-1|United States
2644|SE74|So/O/Omid-Souri|Omid Souri|28|7|1986|-1|-1|-1|-1|Iran, Islamic Republic of
2645|Z346|Zi/R/Robert-Ziganshin|Robert Ziganshin|26|10|1995|-1|-1|-1|-1|Russian Federation
2646|M708|Me/R/Ricardo-Mello|Ricardo Mello|21|12|1980|175|73|0|1999|Brazil
2647|SK94|St/C/Cedrik-Marcel-Stebe|Cedrik Marcel Stebe|9|10|1990|183|72|0|2010|Germany
2648|SE73|Su/Y/Yuichi-Sugita|Yūichi Sugita|18|9|1988|-1|-1|1|-1|Japan
2649|KB13|Ka/C/Charalampos-Kapogiannis|Charalampos Kapogiannis|13|1|1990|-1|-1|-1|-1|Greece
2650|K683|Ka/H/Hijiri-Kaneko|Hijiri Kaneko|18|11|1973|-1|-1|-1|-1|Japan
2651|K681|Ke/J/Joel-Kerley|Joel Kerley|1|11|1986|-1|-1|-1|-1|Australia
2652|SI74|Si/H/Henrik-Sillanpaa|Henrik Sillanpaa|21|4|1991|-1|-1|-1|-1|Finland
2653|K684|Ke/E/Edwin-Kerkhoven|Edwin Kerkhoven|12|2|1981|-1|-1|-1|-1|Netherlands
2654|M854|Ma/V/Vasilis-Mazarakis|Vasilis Mazarakis|9|2|1980|178|72|1|1999|Greece
2655|SI78|St/B/Blake-Strode|Blake Strode|9|7|1987|188|84|1|2009|United States
2656|K688|Ki/D/Daniel-King-Turner|Daniel King Turner|15|5|1984|190|-1|1|-1|New Zealand
2657|M850|Top-Players/Paul-Henri-Mathieu|Paul Henri Mathieu|12|1|1982|185|74|1|1999|France
2658|CB45|Ca/M/Manuel-Cavaco|Manuel Cavaco|7|12|1989|-1|-1|-1|-1|Portugal
2659|SK76|Sh/S/Sergey-Shipilov|Sergei Shipilov|3|7|1993|-1|-1|-1|-1|Uzbekistan
2660|MA96|Ma/T/Tigran-Martirosyan|Tigran Martirosyan|12|7|1983|-1|-1|-1|-1|Armenia
2661|MC17|Mc/K/Kevin-Mcduffee|Kevin Mcduffee|12|3|1984|-1|-1|-1|-1|United States
2662|F536|Fu/M/Marcus-Fugate|Marcus Fugate|22|1|1988|-1|-1|-1|-1|United States
2663|F537|Fr/G/Gabriel-Franco|Gabriel Franco|-1|-1|-1|-1|-1|-1|-1|Brazil
2664|H297|Hu/A/Alistair-Hunt|Alistair Hunt|11|11|1972|190|-1|1|-1|New Zealand
2665|D347|De/M/Mariano-Delfino|Mariano Delfino|20|9|1977|183|85|1|1997|Argentina
2666|D344|Fi/R/Relja-Fiser-Dulic|Relja Fiser Dulic|31|12|1975|-1|-1|1|-1|Serbia
2667|D343|De/P/Petr-Dezort|Petr Dezort|17|1|1975|-1|-1|1|-1|Czech Republic
2668|AA25|Ak/O/Odil-Akramov|Odil Akramov|7|10|1994|-1|-1|-1|-1|Uzbekistan
2669|D617|De/R/Ryler-Deheart|Ryler DeHeart|3|1|1984|183|79|0|2006|United States
2670|D616|Top-Players/Somdev-K-Devvarman|Somdev K Devvarman|13|2|1985|180|73|1|2008|India
2671|SH85|Sh/Y/Yury-Shirshov|Yury Shirshov|21|2|1987|-1|-1|-1|-1|Russian Federation
2672|B881|Be/T/Tomasz-Bednarek|Tomasz Bednarek|12|11|1981|-1|-1|1|2000|Poland
2673|O340|Or/R/Roberto-Ortega-Olmedo|Roberto Ortega Olmedo|14|4|1991|-1|-1|-1|-1|Spain
2674|B884|Top-Players/Carlos-Berlocq|Carlos Berlocq|3|2|1983|183|81|1|2001|Argentina
2675|KD87|Ka/E/Evgeny-Karlovskiy|Evgeny Karlovskiy|7|8|1994|-1|-1|1|-1|Russian Federation
2676|F571|Fa/R/Rafael-Farias|Rafael Farias|17|12|1985|-1|-1|-1|-1|Brazil
2677|D981|De/A/Arthur-De-Greef|Arthur De Greef|27|3|1992|-1|-1|-1|-1|Belgium
2678|B407|Br/N/Nicola-Bruno|Nicola Bruno|26|1|1971|178|70|1|1991|Italy
2679|R650|Re/B/Branislav-Repa|Branislav Repa|5|3|1984|-1|-1|-1|-1|Slovakia
2680|D985|Do/J/Joao-Domingues|Joao Domingues|5|10|1993|175|69|1|2013|Portugal
2681|D987|Dj/D/Jakhongir-Jalalov|Jakhongir Jalalov|24|4|1993|-1|-1|1|-1|Uzbekistan
2682|J271|Jo/I/Ikaika-Jobe|Ikaika Jobe|18|8|1982|-1|-1|-1|-1|United States
2683|R368|Ru/M/Michael-Russell|Michael Russell|1|5|1978|173|70|1|1998|United States
2684|H807|Hu/S/Sami-Huurinainen|Sami Huurinainen|12|8|1981|-1|-1|-1|-1|Finland
2685|A207|Al/R/Roberto-Alvarez|Roberto Alvarez|23|2|1971|-1|-1|1|0|Argentina
2686|S773|Sa/S/Slimane-Saoudi|Slimane Saoudi|23|7|1975|-1|-1|0|-1|Algeria
2687|S772|Sv/L/Ladislav-Svarc|Ladislav Švarc|13|11|1978|188|80|1|1997|Slovakia
2688|L615|Lu/D/Daniel-Lustig|Daniel Lustig|25|11|1984|190|83|1|-1|Czech Republic
2689|D502|Du/Y/Yann-Dupuy|Yann Dupuy|20|4|1978|-1|-1|-1|-1|France
2690|G822|Gh/R/Riccardo-Ghedin|Riccardo Ghedin|5|12|1985|188|73|1|-1|Italy
2691|G820|Ga/X/Xin-Gao|Gao Xin|12|5|1994|-1|-1|-1|-1|China
2692|SI33|Sa/L/Leandro-Savelli|Leandro Savelli|15|6|1985|-1|-1|-1|-1|Argentina
2693|CC57|Cr/K/Keith-Patrick-Crowley|Keith Patrick Crowley|15|12|1988|-1|-1|-1|-1|South Africa
2694|F402|Fi/T/Trace-Fielding|Trace Fielding|1|9|1978|-1|-1|-1|-1|United States
2695|F403|Fl/T/Timo-Fleischfresser|Timo Fleischfresser|23|3|1979|-1|-1|-1|-1|Germany
2696|F401|Top-Players/David-Ferrer|David Ferrer|2|4|1982|175|73|1|2000|Spain
2697|ME17|Ma/M/Matteo-Marrai|Matteo Marrai|17|11|1986|-1|-1|-1|-1|Italy
2698|PE42|Pa/L/Luis-Patino|Luis Patino|6|10|1993|-1|-1|-1|-1|Mexico
2699|W136|Wo/T/Todd-Woodbridge|Todd Woodbridge|2|4|1971|178|75|1|1988|Australia
2700|W247|Wi/R/Reginald-Willems|Reginald Willems|6|9|1977|180|78|1|1996|Belgium
2701|MK08|Ma/J/James-Marsalek|James Marsalek|5|4|1992|-1|-1|-1|-1|Great Britain
2702|S519|St/O/Orlin-Stanoytchev|Orlin Stanoytchev|24|9|1971|185|82|1|1993|Bulgaria
2703|W715|Wa/H/Hannes-Wagner|Hannes Wagner|25|10|1995|-1|-1|1|-1|Germany
2704|W242|Wi/A/Alex-Witt|Alex Witt|21|3|1976|-1|-1|1|-1|United States
2705|G907|Gr/D/Didier-Grande|Didier Grande|25|4|1977|-1|-1|-1|-1|France
2706|PF14|Po/S/Stanislav-Poplavskyy|Stanislav Poplavskyy|2|4|1991|-1|-1|-1|-1|Ukraine
2707|RB60|Ro/O/Oriol-Roca-Batalla|Oriol Roca Batalla|30|4|1993|-1|-1|-1|-1|Spain
2708|W640|Wa/J/Joao-Walendowsky|Joao Walendowsky|15|9|1995|-1|-1|-1|-1|Brazil
2709|F775|Fa/P/Patrik-Fabian|Patrik Fabian|20|3|1994|-1|-1|-1|-1|Slovakia
2710|HB64|Ha/Q/Quentin-Halys|Quentin Halys|26|10|1996|-1|-1|-1|-1|France
2711|MJ63|Mi/G/Giammarco-Micolani|Giammarco Micolani|12|9|1992|-1|-1|-1|-1|Italy
2712|W521|Wi/M/Marcus-Willis|Marcus Willis|9|10|1990|-1|-1|-1|-1|Great Britain
2713|RA62|Re/S/Sami-Reinwein|Sami Reinwein|29|5|1992|-1|-1|-1|-1|Germany
2714|CG26|Ch/T/Ting-Yu-Chuang|Ting Yu Chuang|24|4|1993|-1|-1|-1|-1|CHINESE TAIPEI ( TAIWAN )
2715|TB56|Ta/S/Shota-Tagawa|Shota Tagawa|13|8|1991|-1|-1|1|-1|Japan
2716|W394|Wa/L/Ludovic-Walter|Ludovic Walter|4|1|1983|-1|-1|-1|-1|France
2717|D763|Da/M/Marcus-Daniell|Marcus Daniell|9|11|1989|190|76|1|2008|New Zealand
2718|G954|Go/A/Abraham-Gonzalez-Jimenez|Abraham Gonzalez Jimenez|10|9|1989|-1|-1|-1|-1|Spain
2719|D765|Do/K/Kyle-Doppelt|Kyle Doppelt|9|4|1986|-1|-1|-1|-1|United States
2720|W390|Wa/B/Brandon-Wagner|Brandon Wagner|7|5|1981|-1|-1|-1|-1|United States
2721|D766|De/R/Robert-Dee|Robert Dee|18|1|1987|-1|-1|-1|-1|Great Britain
2722|E138|Et/G/Gaston-Etlis|Gastón Etlis|4|11|1974|185|76|1|1993|Argentina
2723|N256|Nu/T/Tapio-Nurminen|Tapio Nurminen|12|10|1975|-1|-1|1|-1|Finland
2724|PE43|Pe/W/Willi-Peter|Willi Peter|7|2|1992|-1|-1|-1|-1|Germany
2725|PG20|Po/D/Dmitry-Popko|Dmitry Popko|24|10|1996|-1|-1|-1|-1|Kazakhstan
2726|L504|Lu/R/Radoslav-Lukaev|Radoslav Lukaev|24|4|1982|-1|-1|1|-1|Bulgaria
2727|Z368|Zh/S/Su-Hao-Zhong|Su Hao Zhong|19|3|1997|-1|-1|1|-1|China
2728|O269|Ou/G/Greg-Ouellette|Greg Ouellette|19|5|1986|178|72|0|2008|United States
2729|L503|Lo/P/Paolo-Lorenzi|Paolo Lorenzi|15|12|1981|183|77|1|2003|Italy
2730|I067|Iv/V/Vladimir-Ivanov|Vladimir Ivanov|10|4|1987|-1|-1|1|-1|Estonia
2731|MM63|Mo/W/Wayne-Montgomery|Wayne Montgomery|6|7|1995|-1|-1|-1|-1|South Africa
2732|I326|Is/P/Pruchya-Isarow|Pruchya Isarow|16|10|1995|-1|-1|-1|-1|Thailand
2733|SP02|Sa/B/Batyr-Sapaev|Batyr Sapaev|24|7|1991|-1|-1|-1|-1|Uzbekistan
2734|K528|Ka/P/Photos-Kallias|Photos Kallias|6|3|1984|-1|-1|-1|-1|Cyprus
2735|BD52|Be/A/Ariel-Behar|Ariel Behar|12|11|1989|-1|-1|-1|-1|Uruguay
2736|MN44|Mo/B/Bradley-Mousley|Bradley Mousley|3|1|1996|-1|-1|-1|-1|Australia
2737|F616|Fr/D/Dmitry-Frumkin|Dmitry Frumkin|14|6|1987|-1|-1|-1|-1|Russian Federation
2738|W406|Wa/M/Michal-Walkow|Michal Walkow|21|12|1986|-1|-1|-1|-1|Poland
2739|A951|An/N/Nicholas-John-Andrews|Nicholas John Andrews|12|4|1990|-1|-1|-1|0|United States
2740|Y096|Yo/J/Jun-Il-You|Jun Il You|9|1|1983|-1|-1|-1|-1|Korea, Republic of
2741|CN31|Ce/A/Antonio-Cembellin|Antonio Cembellin|21|4|1997|-1|-1|-1|-1|Spain
2742|Y093|Yo/F/Francis-William-Yoshimoto|Francis William Yoshimoto|14|9|1981|-1|-1|-1|-1|Brazil
2743|O196|Og/A/Atsuo-Ogawa|Atsuo Ogawa|25|3|1984|-1|-1|-1|-1|Japan
2744|H877|He/E/Eoin-Heavey|Eoin Heavey|16|8|1986|-1|-1|1|-1|Ireland
2745|H879|He/E/Eric-Hechtman|Eric Hechtman|24|10|1983|-1|-1|-1|-1|United States
2746|BI50|Bu/L/Lewis-Burton|Lewis Burton|23|3|1992|-1|-1|1|-1|Great Britain
2747|ME31|Mi/V/Vincent-Millot|Vincent Millot|30|1|1986|173|75|0|2007|France
2748|BI53|Ba/V/Victor-Baluda|Victor Baluda|30|9|1992|-1|-1|-1|-1|Russian Federation
2749|MC10|Top-Players/Andy-Murray|Andy Murray|15|5|1987|190|84|1|2005|Great Britain
2750|BE54|Be/R/Ruben-Bemelmans|Ruben Bemelmans|14|1|1988|-1|-1|0|-1|Belgium
2751|A954|Az/N/Naim-Azhar|Naim Azhar|19|7|1989|-1|-1|-1|-1|Bermuda
2752|A006|Ag/R/Ronald-Agenor|Ronald Agénor|13|11|1964|180|82|1|1983|United States
2753|H723|Hi/M/Mislav-Hizak|Mislav Hizak|14|7|1984|-1|-1|-1|-1|Croatia
2754|G978|Ga/M/Marcin-Gawron|Marcin Gawron|25|5|1988|-1|-1|-1|-1|Poland
2755|P548|Pi/A/Alessandro-Piccari|Alessandro Piccari|3|1|1982|-1|-1|-1|-1|Italy
2756|GC49|Ga/P/Piotr-Gadomski|Piotr Gadomski|21|1|1991|-1|-1|-1|-1|Poland
2757|BC90|Bu/C/Catalin-Buzatu|Catalin Buzatu|16|3|1986|-1|-1|-1|-1|Romania
2758|S998|Sa/D/Denis-Salimsakov|Denis Salimsakov|13|4|1983|-1|-1|-1|-1|Uzbekistan
2759|SD06|St/J/Jan-Stancik|Jan Stancik|31|3|1983|-1|-1|-1|-1|Slovakia
2760|S993|St/P/Philipp-Stark|Philipp Stark|12|1|1981|-1|-1|-1|-1|Germany
2761|C493|Co/J/Jeff-Coetzee|Jeff Coetzee|25|4|1977|173|70|1|1996|South Africa
2762|C491|Co/M/Malte-Commandeur|Malte Commandeur|9|2|1978|-1|-1|1|-1|Germany
2763|V820|Va/M/Mikhail-Vaks|Mikhail Vaks|18|7|1993|-1|-1|1|-1|Russian Federation
2764|V821|Vi/G/Gonzalo-Villanueva|Gonzalo Villanueva|13|1|1995|-1|-1|1|-1|Argentina
2765|V824|Vi/M/Mario-Vilella-Martinez|Mario Vilella Martinez|3|7|1995|-1|-1|-1|-1|Spain
2766|K266|Ka/H/Hideki-Kaneko|Hideki Kaneko|6|3|1974|-1|-1|1|-1|Japan
2767|C656|Ch/B/Bo-Ram-Cha|Bo Ram Cha|26|8|1980|-1|-1|-1|-1|Korea, Republic of
2768|BD05|Be/L/Luka-Belic|Luka Belić|14|10|1988|-1|-1|1|-1|Croatia
2769|GA02|Ga/L/Llaurentiu-Ady-Gavrila|Llaurentiu Ady Gavrila|4|5|1991|-1|-1|-1|-1|Romania
2770|LA94|Li/C/Christian-Lindell|Christian Lindell|20|11|1991|193|87|1|-1|Sweden
2771|LA93|Lo/E/Enrique-Lopez-Perez|Enrique López-Pérez|3|6|1991|-1|-1|-1|-1|Spain
2772|A714|Al/P/Patricio-Alvarado|Patricio Alvarado|6|10|1989|-1|-1|-1|0|Ecuador
2773|LA99|Li/P/Pablo-Lijo-Santos|Pablo Lijo Santos|6|7|1991|-1|-1|-1|-1|Spain
2774|P725|Po/F/Frantisek-Polyak|Frantisek Polyak|8|2|1984|-1|-1|-1|-1|Slovakia
2775|P724|Po/V/Vladimir-Portnov|Vladimir Portnov|-1|-1|-1|-1|-1|-1|-1|Russian Federation
2776|MI69|Mu/A/Alexis-Musialek|Alexis Musialek|4|7|1988|-1|-1|-1|-1|France
2777|P728|Ph/M/Morgan-Phillips|Morgan Phillips|23|6|1984|-1|-1|-1|-1|Great Britain
2778|R314|Ro/M/Marcos-Roy-Girardi|Marcos Roy Girardi|11|3|1974|-1|-1|1|-1|Spain
2779|V136|Ve/M/Milen-Velev|Milen Velev|4|9|1971|-1|-1|1|-1|Bulgaria
2780|DA42|Du/D/Durukan-Durmus|Durukan Durmus|11|1|1994|-1|-1|-1|-1|Turkey
2781|M443|Me/F/Fernando-Meligeni|Fernando Meligeni|12|4|1971|180|64|0|1990|Brazil
2782|M442|Ma/T/Todd-Martin|Todd Martin|8|7|1970|198|91|1|1990|United States
2783|M440|Me/A/Andrei-Merinov|Andrei Merinov|23|6|1971|183|70|0|-1|Russian Federation
2784|BA77|Br/A/Arnau-Brugues-Davi|Arnau Brugues Davi|5|3|1985|183|82|0|2009|Spain
2785|M445|Me/M/Marco-Meneschincheri|Marco Meneschincheri|25|4|1972|180|81|0|1990|Italy
2786|BA79|Be/A/Andre-Begemann|Andre Begemann|12|7|1984|188|90|1|2008|Germany
2787|N634|Na/J/John-Nallon|John Nallon|21|5|1984|-1|-1|-1|-1|United States
2788|K306|Ka/C/Cedric-Kauffmann|Cedric Kauffmann|1|3|1976|-1|-1|1|-1|France
