ID|Code|IDPlayer|RealName|DayBirth|MonthBirth|YearBirth|Height|Weight|RightHanded|TurnedPro|Country
0|S786|Si/M/Marc-Silva|Marc Silva|30|8|1976|-1|-1|1|-1|United States
1|MG25|Ma/J/Jacopo-Marchegiani|Jacopo Marchegiani|29|3|1986|-1|-1|-1|-1|Italy
2|H471|Ha/J/Juraj-Hasko|Juraj Hasko|19|1|1978|-1|-1|1|-1|Slovakia
3|W212|Wo/C/Chris-Woodruff|Chris Woodruff|2|1|1973|188|82|1|1993|United States
4|W214|Wa/M/Mashiska-Washington|Mashiska Washington|19|12|1974|180|70|1|1995|United States
5|W217|We/G/Glenn-Weiner|Glenn Weiner|27|4|1976|188|79|1|1994|United States
6|B763|Bi/A/Adriano-Biasella|Adriano Biasella|1|9|1980|-1|-1|1|-1|Italy
7|PG69|Pa/J/Juan-Pablo-Paz|Juan Pablo Paz|4|1|1995|170|-1|1|-1|Argentina
8|B761|Ba/J/Juan-Carlos-Baca|Juan Carlos Baca|26|4|1980|-1|-1|1|-1|Mexico
9|B765|Ba/B/Brian-Battistone|Brian Battistone|10|8|1979|190|82|1|2007|United States
10|B764|Br/J/Juan-Pablo-Brzezicki|Juan Pablo Brzezicki|12|4|1982|178|72|1|2001|Argentina
11|L557|Le/C/Chul-Hee-Lee|Chul Hee Lee|9|10|1979|-1|-1|-1|-1|Korea, Republic of
12|L554|La/S/Savino-Lapalombella|Savino Lapalombella|12|2|1979|-1|-1|-1|-1|Italy
13|K676|Ki/M/Marc-Kimmich|Marc Kimmich|21|1|1983|183|81|1|1999|Australia
14|K674|Ku/T/Tomonori-Kuniyoshi|Tomonori Kuniyoshi|23|9|1980|-1|-1|-1|-1|Japan
15|K675|Ki/S/Sun-Yong-Kim-Jr|Sun Yong Kim Jr|26|5|1987|-1|-1|1|-1|Korea, Republic of
16|G904|Gu/E/Eduardo-Gutierrez|Eduardo Gutiérrez|4|2|1985|-1|-1|-1|-1|Bolivia
17|G905|Ga/P/Peng-Gao|Peng Gao|2|8|1987|-1|-1|-1|-1|China
18|L559|Le/Y/Yeon-Wook-Lee|Yeon Wook Lee|16|1|1981|-1|-1|-1|-1|Korea, Republic of
19|MF57|Mc/M/Michael-Mcclune|Michael Mcclune|22|8|1989|188|84|1|2007|United States
20|L797|La/L/Lukas-Lacko|Lukáš Lacko|3|11|1987|185|85|1|2005|Slovakia
21|MA21|Top-Players/Juan-Monaco|Juan Mónaco|29|3|1984|185|81|1|2002|Argentina
22|W679|Wa/C/Chieh-Fu-Wang|Chieh Fu Wang|11|9|1993|-1|-1|-1|-1|CHINESE TAIPEI ( TAIWAN )
23|D422|Du/J/Johan-Du-Randt|Johan Du Randt|23|12|1977|-1|-1|-1|-1|South Africa
24|F278|Fr/P/Patrik-Fredriksson|Patrik Fredriksson|16|5|1973|185|76|1|1995|Sweden
25|O234|Od/W/Wayne-Odesnik|Wayne Odesnik|21|11|1985|180|77|0|2004|United States
26|L799|Le/J/Jesse-Levine|Jesse Levine|15|10|1987|175|68|0|2007|Canada
27|D424|De/R/Rik-De-Voest|Rik de Voest|5|6|1980|180|68|1|1999|South Africa
28|E248|Er/B/Baris-Erguden|Baris Erguden|1|1|1986|-1|-1|-1|-1|Turkey
29|W320|We/D/Daniel-Wendler|Daniel Wendler|23|10|1982|-1|-1|1|-1|Australia
30|H933|He/K/Kaden-Hensel|Kaden Hensel|5|6|1986|-1|-1|-1|-1|Australia
31|W459|Wr/A/Alan-Wright|Alan Wright|1|3|1988|-1|-1|1|-1|Great Britain
32|PB48|Pa/F/Federico-Paskvan|Federico Paskvan|15|4|1987|-1|-1|-1|-1|Argentina
33|PB49|Pa/J/Juan-Martin-Paredes|Juan Martin Paredes|28|2|1989|-1|-1|-1|-1|Ecuador
34|B619|Bl/T/Thomas-Blake|Thomas Blake|29|12|1976|-1|88|1|1999|United States
35|I158|Iv/M/Mirko-Ivanda|Mirko Ivanda|20|12|1981|-1|-1|-1|-1|Croatia
36|RA82|Re/Y/Yannik-Reuter|Yannik Reuter|6|3|1991|-1|-1|-1|-1|Belgium
37|TC58|Ta/C/Chih-Chun-Tang|Chih Chun Tang|20|9|1995|-1|-1|-1|-1|CHINESE TAIPEI ( TAIWAN )
38|SC60|Se/Y/Yong-Bum-Seo|Yong Bum Seo|15|5|1983|-1|-1|-1|-1|Korea, Republic of
39|DA81|Da/T/Taro-Daniel|Taro Daniel|27|1|1993|190|76|1|2010|Japan
40|RB17|Ru/A/Alexander-Rumyantsev|Alexander Rumyantsev|16|8|1992|-1|-1|-1|-1|Russian Federation
41|T222|Tr/W/Walter-Treu|Walter Treu|18|6|1972|-1|-1|1|-1|Austria
42|U046|Ue/G/Gordon-Uehling|Gordon Uehling|30|12|1972|-1|-1|1|-1|United States
43|U045|Ue/L/Lars-Uebel|Lars Uebel|14|10|1980|-1|-1|1|-1|Germany
44|U044|Up/V/Vishal-Uppal|Vishal Uppal|10|11|1976|-1|-1|1|-1|India
45|U043|Ud/D/Danai-Udomchoke|Danai Udomchoke|11|8|1981|173|64|1|1997|Thailand
46|BE69|Ba/Y/Yan-Bai|Yan Bai|21|5|1989|-1|-1|-1|-1|China
47|BE68|Br/T/Tomislav-Brkic|Tomislav Brkić|9|3|1990|185|77|-1|2008|Bosnia and Herzegovina
48|P518|Pa/F/Felipe-Parada|Felipe Parada|16|5|1981|175|72|1|2000|Chile
49|P519|Pe/J/Julio-Peralta|Julio Peralta|9|9|1981|-1|-1|-1|-1|Chile
50|P516|Pu/X/Xavier-Pujo|Xavier Pujo|5|12|1977|180|74|1|2000|France
51|MP13|Mu/S/Sasi-Kumar-Mukund|Sasi Kumar Mukund|14|1|1997|-1|-1|1|-1|India
52|BK41|Bo/P/Punn-Bodhidatta|Punn Bodhidatta|3|6|1993|-1|-1|1|-1|Thailand
53|P513|Po/S/Sergei-Pozdnev|Sergei Pozdnev|15|2|1982|-1|-1|-1|-1|Russian Federation
54|BE67|Ba/M/Mirza-Basic|Mirza Bašić|12|7|1991|188|87|-1|-1|Bosnia and Herzegovina
55|BE66|Be/G/Gilad-Ben-Zvi|Gilad Ben Zvi|12|6|1990|-1|-1|-1|-1|Israel
56|W522|Wi/R/Rhyne-R-Williams|Rhyne R Williams|22|3|1991|185|84|1|2011|United States
57|C664|Co/D/Dominique-Coene|Dominique Coene|23|1|1982|-1|-1|-1|-1|Belgium
58|C667|Ca/M/Miguel-Angel-Casal-Arantes|Miguel Angel Casal Arantes|17|12|1978|-1|-1|-1|-1|Spain
59|C666|Cr/A/Adrian-Cruciat|Adrian Cruciat|31|3|1983|-1|76|1|-1|Romania
60|O166|On/M/Matias-Oneille|Matias Oneille|21|1|1978|-1|-1|1|-1|Argentina
61|C660|Ch/A/Adam-Chadaj|Adam Chadaj|1|5|1984|178|72|0|2001|Poland
62|C663|Ch/R/Rabie-Chaki|Rabie Chaki|14|4|1982|-1|-1|-1|-1|Morocco
63|K244|Ki/P/Paul-Kilderry|Paul Kilderry|11|4|1973|175|82|1|-1|Australia
64|BC65|Ba/M/Matthias-Bachinger|Matthias Bachinger|2|4|1987|188|83|1|2005|Germany
65|DA86|De/J/Joris-De-Loore|Joris De Loore|21|4|1993|-1|-1|-1|-1|Belgium
66|L973|Li/T/Tzu-Yang-Lin|Tzu Yang Lin|8|9|1984|-1|-1|-1|-1|CHINESE TAIPEI ( TAIWAN )
67|BC62|Bu/E/Enrico-Burzi|Enrico Burzi|14|1|1981|178|76|1|-1|Italy
68|V810|Ve/C/Carlos-Velasco|Carlos Velasco|9|9|1992|-1|-1|-1|-1|Mexico
69|CC98|Cu/M/Martin-Cuevas|Martín Cuevas|14|1|1992|-1|-1|-1|-1|Uruguay
70|C677|Co/B/Bertrand-Contzler|Bertrand Contzler|22|3|1982|-1|-1|-1|-1|France
71|A473|Ad/A/Andrew-Adler|Andrew Adler|12|4|1967|173|-1|-1|0|United States
72|A470|Ab/R/Rodrigo-Abucham|Rodrigo Abucham|14|7|1980|-1|-1|-1|0|Brazil
73|A476|Ar/M/Marcos-Felipe-Arend|Marcos Felipe Arend|18|5|1985|-1|-1|-1|0|Brazil
74|V784|Va/G/Gavin-Van-Peperzeel|Gavin Van Peperzeel|29|3|1992|-1|-1|1|-1|Australia
75|H644|Ha/K/Kevin-Hawke|Kevin Hawke|4|2|1980|-1|-1|-1|-1|United States
76|A479|Top-Players/Nicolas-Almagro|Nicolás Almagro|21|8|1985|183|84|1|2003|Spain
77|P468|Pa/L/Luben-Pampoulov|Luben Pampoulov|14|3|1981|-1|-1|1|-1|Austria
78|P469|Po/C/Christophe-Pognon|Christophe Pognon|11|10|1977|-1|-1|1|-1|Benin
79|P462|Po/P/Paul-Podbury|Paul Podbury|13|3|1979|-1|-1|1|-1|Australia
80|P463|Pi/E/Ekkarin-Pisuth-Arnonth|Ekkarin Pisuth Arnonth|23|1|1976|-1|-1|1|-1|Thailand
81|BA01|Ba/G/Gyorgy-Balazs|György Balázs|24|7|1985|-1|-1|-1|-1|Hungary
82|BA00|Br/S/Sergio-Bruni|Sergio Bruni|4|12|1982|-1|-1|-1|-1|Brazil
83|P466|Pa/S/Saurav-Panja|Saurav Panja|15|3|1977|-1|-1|1|-1|India
84|P467|Top-Players/Alexander-Peya|Alexander Peya|27|6|1980|183|76|1|1998|Austria
85|R859|Ro/B/Brett-Ross|Brett Ross|13|3|1984|-1|-1|-1|-1|United States
86|S813|Sc/J/Jean-Claude-Scherrer|Jean Claude Scherrer|20|7|1978|188|82|1|1998|Switzerland
87|L499|Le/P/Pedro-Leao|Pedro Leao|11|5|1982|-1|-1|1|-1|Portugal
88|R851|Ro/M/Mathieu-Rodrigues|Mathieu Rodrigues|7|11|1985|180|76|1|2007|France
89|S818|Sh/D/David-Sherwood|David Sherwood|6|5|1980|193|-1|1|-1|Great Britain
90|R852|Re/C/Clement-Reix|Clement Reix|9|10|1983|-1|-1|-1|-1|France
91|BB97|Be/A/Antoine-Benneteau|Antoine Benneteau|30|6|1986|-1|-1|-1|-1|France
92|K773|Ka/R/Rouzbeh-Kamran|Rouzbeh Kamran|3|9|1983|-1|-1|-1|-1|Iran, Islamic Republic of
93|N349|Ni/C/Conor-Niland|Conor Niland|19|9|1981|185|82|1|-1|Ireland
94|N348|No/L/Lionel-Noviski|Lionel Noviski|24|3|1983|-1|-1|-1|-1|Argentina
95|P642|Pa/B/Boris-Pashanski|Boris Pašanski|3|11|1982|180|74|1|2001|Serbia
96|P643|Pi/H/Henrique-Pinto-Silva|Henrique Pinto Silva|16|11|1982|-1|-1|-1|-1|Brazil
97|R214|Ro/M/Marc-Rosset|Marc Rosset|7|11|1970|201|88|1|1988|Switzerland
98|N437|Na/G/Gianluca-Naso|Gianluca Naso|6|1|1987|-1|-1|1|-1|Italy
99|V564|Ve/A/Antonio-Veic|Antonio Veić|18|2|1988|180|74|1|2006|Croatia
100|N343|Na/M/Michal-Navratil|Michal Navrátil|20|11|1982|-1|-1|-1|-1|Czech Republic
101|LD33|Li/Y/Yuanfeng-Li|Yuanfeng Li|10|11|1993|-1|-1|-1|-1|China
102|N430|Na/H/Hyun-Woo-Nam|Hyun Woo Nam|9|1|1985|-1|-1|-1|-1|Korea, Republic of
103|A278|An/D/Daniel-Andersson|Daniel Andersson|28|12|1976|-1|-1|1|0|Sweden
104|L951|Li/J/Joel-Lindner|Joel Lindner|5|1|1989|-1|-1|0|-1|Australia
105|CD85|Ca/P/Pablo-Carreno-Busta|Pablo Carreño|12|7|1991|188|74|1|2009|Spain
106|A270|Au/C/Charles-Auffray|Charles Auffray|24|2|1973|183|83|1|1996|France
107|A272|Al/J/Julian-Alonso|Julián Alonso|2|8|1977|185|82|1|1996|Spain
108|SG52|Su/J/Jonathan-Susmozas|Jonathan Susmozas|-1|-1|-1|-1|-1|-1|-1|Spain
109|Z125|Za/J/Jedrzej-Zarski|Jedrzej Zarski|20|2|1981|-1|-1|-1|-1|Poland
110|SG54|Sp/J/Juan-Carlos-Spir|Juan Carlos Spir|1|5|1990|-1|-1|-1|-1|Colombia
111|A276|An/J/Jan-Frode-Andersen|Jan Frode Andersen|29|8|1972|190|85|0|1997|Norway
112|SG56|Si/D/Daniel-Dutra-Da-Silva|Daniel Dutra Da Silva|5|7|1988|175|72|0|2007|Brazil
113|BE87|Be/S/Sergio-Betancourt-Riverol|Sergio Betancourt Riverol|19|2|1990|-1|-1|-1|-1|Spain
114|G353|Ga/M/Martin-Garcia|Martín García|2|5|1977|190|75|1|1996|Argentina
115|G352|Ga/J/Jan-Michael-Gambill|Jan Michael Gambill|3|6|1977|190|88|1|1996|United States
116|BE83|Bo/K/Kevin-Botti|Kevin Botti|14|1|1989|-1|-1|0|-1|France
117|G354|Gi/J/Justin-Gimelstob|Justin Gimelstob|26|1|1977|196|88|1|1996|United States
118|I236|Ig/U/Uladzimir-Ignatik|Uladzimir Ignatik|14|7|1990|183|82|1|2007|Belarus
119|I230|It/T/Tatsuma-Ito|Tatsuma Ito|18|5|1988|180|75|1|2006|Japan
120|N503|Ne/A/Aleksandr-Nedovyesov|Aleksandr Nedovyesov|15|2|1987|193|81|1|2005|Kazakhstan
121|A397|Ab/Y/Ytai-Abougzir|Ytai Abougzir|22|2|1983|-1|60|-1|0|United States
122|V141|Va/D/Daniel-Vacek|Daniel Vacek|1|4|1971|190|81|1|1990|Czech Republic
123|MA27|Ma/L/Lucas-Machado|Lucas Machado|16|11|1981|-1|-1|-1|-1|Brazil
124|L884|Le/L/Luca-Leonardi|Luca Leonardi|10|9|1986|-1|-1|-1|-1|Italy
125|DA13|Di/D/Dragos-Dima|Dragos Dima|16|6|1992|-1|-1|1|-1|Romania
126|C445|Top-Players/Frantisek-Cermak|František Čermák|14|11|1976|193|80|1|1998|Czech Republic
127|C447|Co/S/Stefano-Cobolli|Stefano Cobolli|2|3|1977|175|73|1|1995|Italy
128|C113|Cu/J/Joao-Cunha-Silva|João Cunha e Silva|27|11|1967|173|68|1|1987|Portugal
129|E690|Eb/M/Matthew-Ebden|Matthew Ebden|26|11|1987|188|78|1|-1|Australia
130|N230|Na/M/Mose-Navarra|Mosé Navarra|18|7|1974|180|81|0|1993|Italy
131|N233|No/D/Dick-Norman|Dick Norman|1|3|1971|203|95|0|1991|Belgium
132|E698|El/G/Gastao-Elias|Gastão Elias|24|11|1990|180|76|1|-1|Portugal
133|SD26|Se/R/Rob-Searle|Rob Searle|19|7|1984|-1|-1|-1|-1|Great Britain
134|N238|Ni/E/Eduardo-Nicolas|Eduardo Nicolás|22|9|1972|173|71|1|1992|Spain
135|A305|Ad/J/Jacob-Adaktusson|Jacob Adaktusson|31|8|1980|-1|-1|1|0|Sweden
136|R237|Ru/G/Greg-Rusedski|Greg Rusedski|6|9|1973|193|91|0|1991|Great Britain
137|H421|Top-Players/Paul-Hanley|Paul Hanley|12|11|1977|183|76|1|1997|Australia
138|A308|Al/F/Florian-Allgauer|Florian Allgauer|7|1|1979|-1|-1|1|0|Italy
139|D420|Da/T/Tres-Davis|Tres Davis|13|1|1982|180|77|1|2002|United States
140|SC57|Su/H/Hyun-Joon-Suk|Hyun Joon Suk|9|6|1985|-1|-1|-1|-1|Korea, Republic of
141|SC56|Se/D/Dudi-Sela|Dudi Sela|4|4|1985|175|65|1|2002|Israel
142|E212|Ec/B/Bruno-Echagaray|Bruno Echagaray|8|5|1983|183|84|1|2000|Mexico
143|BF38|Bu/C/Caio-Burjaili|Caio Burjaili|13|12|1987|-1|-1|-1|-1|Brazil
144|T199|Tr/G/Gabriel-Trifu|Gabriel Trifu|14|4|1975|193|89|1|1994|Romania
145|L311|Le/H/Hyung-Taik-Lee|Lee Hyung-taik|3|1|1976|180|82|1|1995|Korea, Republic of
146|L312|Le/T/Tommi-Lenho|Tommi Lenho|17|9|1975|-1|-1|1|-1|Finland
147|T195|Te/M/Michael-Tebbutt|Michael Tebbutt|22|12|1970|190|82|0|1993|Australia
148|L314|La/R/Regis-Lavergne|Regis Lavergne|28|1|1974|-1|-1|1|-1|France
149|Z239|Ze/F/Federico-Zeballos|Federico Zeballos|30|5|1988|-1|-1|-1|-1|Bolivia
150|SF89|St/J/Jose-Rubin-Statham|Jose Rubin Statham|25|4|1987|183|72|1|-1|New Zealand
151|P708|Pe/L/Luis-Antonio-Perez-Perez|Luis Antonio Perez Perez|3|12|1981|-1|-1|-1|-1|Spain
152|R186|Ra/G/Guillaume-Raoux|Guillaume Raoux|14|2|1970|180|77|1|1989|France
153|R762|Ro/R/Rupesh-Roy|Rupesh Roy|16|2|1989|-1|-1|-1|-1|India
154|G597|Gr/S/Stefano-Grilli|Stefano Grilli|-1|-1|-1|-1|-1|-1|-1|Italy
155|MB29|Mo/C/Clement-Morel|Clement Morel|16|7|1984|-1|-1|-1|-1|Monaco
156|T353|Th/K/Kiantki-Thomas|Kiantki Thomas|28|10|1975|-1|-1|1|-1|United States
157|M588|Me/E/Eduardo-Medica|Eduardo Medica|10|2|1976|180|79|1|1995|Argentina
158|SW51|St/P/Pavel-Staubert|Pavel Staubert|11|1|1996|-1|-1|-1|-1|Czech Republic
159|SJ05|St/C/Constantin-Sturdza|Constantin Sturdza|24|8|1989|-1|-1|-1|-1|Switzerland
160|SJ04|Sz/M/Mateusz-Szmigiel|Mateusz Szmigiel|13|6|1989|-1|-1|-1|-1|Poland
161|SJ02|Si/R/Ricardo-Siggia|Ricardo Siggia|5|6|1989|-1|-1|1|-1|Brazil
162|J340|Jo/P/Patrick-Jozwik|Patrick Jozwik|25|1|1986|-1|60|1|-1|Australia
163|H637|Hu/T/Tobias-Huelsen|Tobias Huelsen|30|8|1982|-1|-1|-1|-1|Germany
164|V214|Vi/E/Emilio-Viuda-Hernandez|Emilio Viuda Hernandez|1|5|1978|-1|-1|1|-1|Spain
165|N653|Na/J/Jung-Woong-Na|Jung Woong Na|31|10|1992|-1|-1|-1|-1|Korea, Republic of
166|N652|Na/J/Ji-Sung-Nam|Ji Sung Nam|15|8|1993|-1|-1|-1|-1|Korea, Republic of
167|V211|Vo/V/Vladimir-Voltchkov|Vladimir Voltchkov|7|4|1978|180|76|1|1995|Belarus
168|P315|Pa/S/Seung-Kyu-Park|Seung Kyu Park|13|5|1972|-1|-1|1|-1|Korea, Republic of
169|T971|Th/A/Andrew-Thomas|Andrew Thomas|1|3|1990|-1|-1|1|-1|Australia
170|H635|Top-Players/Ross-Hutchins|Ross Hutchins|22|2|1985|190|86|1|2002|Great Britain
171|T999|Te/M/Maxime-Teixeira|Maxime Teixeira|18|1|1989|188|75|1|2010|France
172|SE31|Sa/A/Armin-Sandbichler|Armin Sandbichler|22|1|1985|180|76|0|2005|Austria
173|E764|El/J/Justin-Eleveld|Justin Eleveld|26|5|1992|-1|-1|-1|-1|Netherlands
174|L226|La/S/Sebastien-Lareau|Sébastien Lareau|27|4|1973|183|79|1|1991|Canada
175|B979|Br/A/Albert-Brice|Albert Brice|12|2|1969|-1|-1|-1|-1|United States
176|H336|He/T/Tim-Henman|Tim Henman|6|9|1974|185|77|1|1993|Great Britain
177|CF60|Ci/P/Pawel-Cias|Pawel Cias|22|2|1994|-1|-1|1|-1|Poland
178|KB56|Ko/M/Micke-Kontinen|Micke Kontinen|18|12|1992|-1|-1|-1|-1|Finland
179|SE36|St/C/Christoph-Steiner|Christoph Steiner|25|2|1986|-1|-1|-1|-1|Austria
180|F715|Fo/J/Jeanpierre-Fort|Jeanpierre Fort|19|2|1991|-1|-1|1|-1|Peru
181|B977|Bl/R/Richard-Bloomfield|Richard Bloomfield|27|4|1983|185|75|1|2002|Great Britain
182|B974|Ba/M/Markus-Bayer|Markus Bayer|12|6|1984|-1|-1|-1|-1|Germany
183|B975|Bu/G/Guillem-Burniol|Guillem Burniol|14|8|1983|-1|-1|1|-1|Spain
184|SM14|Sc/D/Dominik-Schulz|Dominik Schulz|16|3|1992|-1|-1|0|-1|Germany
185|M743|Ma/K/Kunj-Majmudar|Kunj Majmudar|5|10|1977|-1|-1|1|-1|United States
186|M744|Ma/K/Karim-Maamoun|Karim Maamoun|18|11|1979|-1|-1|1|-1|Egypt
187|M745|Ma/A/Abdul-Hamid-Makhkamov|Abdul Hamid Makhkamov|19|4|1976|-1|-1|1|-1|Uzbekistan
188|M747|Top-Players/Frank-Moser|Frank Moser|23|9|1976|196|92|1|2001|Germany
189|K805|Kr/N/Nikola-Krunt|Nikola Krunt|-1|-1|-1|-1|-1|-1|-1|Czech Republic
190|Q948|Qu/G/Gianluigi-Quinzi|Gianluigi Quinzi|1|2|1996|-1|-1|-1|-1|Italy
191|M711|Ml/Z/Zbynek-Mlynarik|Zbynek Mlynarik|24|4|1977|175|69|1|1998|Austria
192|K803|Ke/A/Adam-Kellner|Adam Kellner|1|8|1986|-1|-1|-1|-1|Hungary
193|K802|Ka/M/Miles-Kasiri|Miles Kasiri|29|1|1986|-1|-1|-1|-1|Great Britain
194|MC90|Ma/N/Nicolo-Marchioretto|Nicolo Marchioretto|9|4|1986|-1|-1|-1|-1|Italy
195|CA12|Top-Players/Jeremy-Chardy|Jérémy Chardy|12|2|1987|188|75|1|2005|France
196|CA10|Ca/G/Giancarlo-Capuccio|Giancarlo Capuccio|27|3|1983|-1|-1|-1|-1|Venezuela
197|D301|Di/R/Ricardo-Diniz|Ricardo Diniz|15|2|1976|-1|-1|1|-1|Brazil
198|H256|Ha/M/Mauricio-Hadad|Mauricio Hadad|7|12|1971|170|61|1|1988|Colombia
199|L761|Lu/J/James-Ludlow|James Ludlow|3|6|1985|-1|-1|-1|-1|United States
200|SK30|Se/C/Carlos-Eduardo-Severino|Carlos Eduardo Severino|5|12|1990|-1|-1|-1|-1|Brazil
201|SK36|Sc/F/Franco-Scaravilli|Franco Scaravilli|23|4|1990|-1|-1|-1|-1|Argentina
202|R721|Ra/S/Sergio-Ramirez|Sergio Ramirez|1|4|1985|-1|-1|-1|-1|Colombia
203|CE98|Ch/F/Fedor-Chervyakov|Fedor Chervyakov|13|1|1993|-1|-1|-1|-1|Russian Federation
204|R728|Ra/C/Christoph-Radecke|Christoph Radecke|2|4|1983|-1|-1|1|-1|Germany
205|KF71|Ka/J/Aljaz-Jakob-Kaplja|Aljaz Jakob Kaplja|13|6|1997|-1|-1|-1|-1|Slovenia
206|SB29|Si/P/Prima-Simpatiaji|Prima Simpatiaji|16|10|1981|-1|-1|-1|-1|Indonesia
207|SB28|Sa/C/Carlos-Salamanca|Carlos Salamanca|15|1|1983|196|83|0|2001|Colombia
208|T771|Ta/L/Leonardo-Tavares|Leonardo Tavares|20|2|1984|-1|-1|1|-1|Portugal
209|MB67|Ma/D/Dmitriy-Makeyev|Dmitriy Makeyev|13|12|1984|-1|-1|-1|-1|Kazakhstan
210|F663|Fr/S/Stephan-Fransen|Stephan Fransen|8|8|1988|-1|-1|-1|-1|Netherlands
211|SB23|Sk/V/Vjekoslav-Skenderovic|Vjekoslav Skenderovic|20|3|1983|-1|-1|-1|-1|Croatia
212|SB22|Sc/P/Patrick-Schmolzer|Patrick Schmolzer|11|1|1984|-1|-1|-1|-1|Austria
213|MD85|Ma/L/Lukas-Marsoun|Lukas Marsoun|7|2|1986|-1|-1|1|-1|Czech Republic
214|MD84|Ma/E/Emiliano-Massa|Emiliano Massa|5|12|1988|-1|-1|1|-1|Argentina
215|KA00|Kr/A/Austin-Krajicek|Austin Krajicek|16|6|1990|188|79|0|2012|United States
216|M924|Mc/D/Dane-Mcgregor|Dane Mcgregor|1|9|1980|-1|-1|-1|-1|South Africa
217|SH27|Sc/J/Jochen-Schoettler|Jochen Schoettler|25|7|1987|-1|68|1|-1|Germany
218|GA71|Gr/L/Laurynas-Grigelis|Laurynas Grigelis|14|8|1991|183|73|1|-1|Lithuania
219|PA62|Pl/P/Piergiorgio-Platto|Piergiorgio Platto|-1|-1|-1|-1|-1|-1|-1|Italy
220|GA79|Gi/L/Lorenzo-Giustino|Lorenzo Giustino|10|9|1991|-1|-1|-1|-1|Italy
221|GA78|Gl/M/Manolis-Glezos|Manolis Glezos|11|5|1990|-1|-1|-1|-1|Greece
222|J400|Ja/J/Jeremy-Jahn|Jeremy Jahn|5|4|1990|180|70|-1|-1|Germany
223|J401|Ja/L/Lukas-Jastraunig|Lukas Jastraunig|3|8|1989|-1|-1|-1|-1|Austria
224|V600|Vo/T/Tucker-Vorster|Tucker Vorster|3|9|1988|-1|-1|-1|-1|South Africa
225|F444|Top-Players/Alejandro-Falla|Alejandro Falla|14|11|1983|185|77|0|2000|Colombia
226|D239|Da/B/Bartlomiej-Dabrowski|Bartlomiej Dabrowski|20|8|1972|-1|-1|1|-1|Poland
227|D540|Do/T/Tin-Dong|Tin Dong|6|11|1982|-1|-1|-1|-1|United States
228|A805|Ai/S/Sho-Aida|Sho Aida|28|4|1988|-1|-1|-1|0|Japan
229|AB76|Al/T/Timur-Alshin|Timur Alshin|9|11|1996|-1|-1|-1|-1|Russian Federation
230|D546|De/J/Johny-De-Leon|Johny De Leon|17|10|1983|-1|-1|-1|-1|Ecuador
231|M810|Ma/D/Domenic-Marafiote|Domenic Marafiote|7|4|1981|-1|-1|-1|-1|Australia
232|M812|Ma/G/Gustavo-Marcaccio|Gustavo Marcaccio|3|5|1977|-1|-1|1|-1|Argentina
233|M815|Ma/T/Toshihide-Matsui|Toshihide Matsui|19|4|1978|180|77|1|2001|Japan
234|CB87|Ca/R/Rafael-Camilo|Rafael Camilo|13|3|1990|-1|-1|-1|-1|Brazil
235|PE00|Pa/N/Nathan-Pasha|Nathan Pasha|15|7|1992|190|86|1|-1|United States
236|PE02|Pe/D/Danilo-Petrovic|Danilo I, Prince of Montenegro|24|1|1992|-1|-1|-1|-1|Serbia
237|B570|Top-Players/Daniele-Bracciali|Daniele Bracciali|10|1|1978|180|78|1|1995|Italy
238|B756|Be/S/Steve-Berke|Steve Berke|5|5|1981|-1|-1|1|-1|United States
239|B757|Top-Players/Rohan-Bopanna|Rohan Bopanna|4|3|1980|190|87|1|2003|India
240|W208|We/N/Nir-Welgreen|Nir Welgreen|17|12|1976|-1|-1|1|-1|Israel
241|S799|Sn/P/Pavel-Snobel|Pavel Šnobel|28|2|1980|190|82|0|1997|Czech Republic
242|HB28|Ha/M/Muhammet-Haylaz|Muhammet Haylaz|26|10|1995|-1|-1|-1|-1|Turkey
243|W201|We/J/Jan-Weinzierl|Jan Weinzierl|1|5|1973|-1|-1|1|-1|Germany
244|W200|Wi/H/Herbert-Wiltschnig|Herbert Wiltschnig|21|11|1975|185|79|1|1995|Austria
245|B595|Br/K/Keith-Brill|Keith Brill|7|1|1978|-1|-1|1|-1|United States
246|B590|Ba/G/Gianluca-Bazzica|Gianluca Bazzica|2|11|1975|-1|-1|1|-1|Italy
247|Q019|Top-Players/Aisam-Ul-Haq-Qureshi|Aisam-ul-Haq Qureshi|17|3|1980|183|78|1|1998|Pakistan
248|SG01|Sa/S/Sherif-Sabry|Sherif Sabry|29|8|1986|-1|-1|-1|-1|Egypt
249|Q017|Qu/M/Michael-Quintero|Michael Quintero|11|7|1980|-1|-1|1|-1|Colombia
250|B599|Bo/J/Julien-Boutter|Julien Boutter|5|4|1974|190|86|1|1996|France
251|D434|Do/J/Jordane-Doble|Jordane Doble|2|12|1980|-1|-1|1|-1|France
252|D437|De/A/Andres-Dellatorre|Andres Dellatorre|9|7|1980|190|85|1|1999|Argentina
253|L542|Lo/I/Iphton-Louis|Iphton Louis|28|4|1975|-1|-1|-1|-1|Haiti
254|K668|Kl/S/Sascha-Kloer|Sascha Kloer|16|8|1985|-1|-1|-1|-1|Germany
255|L546|Lo/P/Paul-Logtens|Paul Logtens|7|11|1979|175|73|1|2000|Netherlands
256|K667|Ko/M/Michel-Koning|Michel Koning|1|5|1984|-1|80|-1|-1|Netherlands
